Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1471597200.0 1.0 54 69 131 NA NA NA NA NA 98 144 185 NA NA NA NA NA 2381 262 867 NA NA NA NA NA 2516 275 942 NA NA NA NA NA
1471597200.0 10.0 NA 81 193 0 NA NA NA NA NA 149 253 0 NA NA NA NA NA 1582 1623 471 NA NA NA NA NA 1762 1867 615 NA NA NA NA
1471597200.0 1000.0 NA 218 120 0 40 NA NA NA NA 279 178 0 79 NA NA NA NA 2551 336 331 90 NA NA NA NA 2639 389 342 144 NA NA NA
1471597200.0 1001.0 NA 185 168 0 0 0 0 0 NA 240 216 0 0 0 0 0 NA 1448 273 4 40 289 25 434 NA 1488 303 8 50 305 44 443
1471597200.0 1002.0 NA 205 60 NA NA NA NA NA NA 279 99 NA NA NA NA NA NA 1993 119 NA NA NA NA NA NA 2036 129 NA NA NA NA NA
1471597200.0 1003.0 NA 175 0 NA NA NA NA NA NA 247 0 NA NA NA NA NA NA 2501 249 NA NA NA NA NA NA 3017 272 NA NA NA NA NA
1471597200.0 1004.0 NA 178 133 0 0 0 0 NA NA 237 179 0 0 0 0 NA NA 455 176 6 55 455 382 NA NA 501 192 15 59 504 386 NA
1471597200.0 101.0 80 NA NA NA NA NA NA NA 139 NA NA NA NA NA NA NA 1535 NA NA NA NA NA NA NA 1619 NA NA NA NA NA NA NA
1471597200.0 102.0 81 NA NA NA NA NA NA NA 138 NA NA NA NA NA NA NA 980 NA NA NA NA NA NA NA 1037 NA NA NA NA NA NA NA
1471597200.0 103.0 49 75 187 NA NA NA NA NA 94 146 250 NA NA NA NA NA 698 190 336 NA NA NA NA NA 765 210 369 NA NA NA NA NA
1471597200.0 105.0 54 75 24 NA NA NA NA NA 98 147 54 NA NA NA NA NA 2551 304 3 NA NA NA NA NA 2856 323 8 NA NA NA NA NA
1471597200.0 106.0 37 0 0 NA NA NA NA NA 77 0 0 NA NA NA NA NA 331 74 134 NA NA NA NA NA 340 114 149 NA NA NA NA NA
1471597200.0 107.0 53 76 190 NA NA NA NA NA 99 147 250 NA NA NA NA NA 4486 279 353 NA NA NA NA NA 4732 313 378 NA NA NA NA NA
1471597200.0 108.0 55 81 193 NA NA NA NA NA 102 146 250 NA NA NA NA NA 5973 283 418 NA NA NA NA NA 6300 435 441 NA NA NA NA NA
1471597200.0 109.0 57 83 189 NA NA NA NA NA 101 146 250 NA NA NA NA NA 6953 329 534 NA NA NA NA NA 7072 389 694 NA NA NA NA NA
1471597200.0 11.0 NA 78 197 0 59 NA NA NA NA 148 259 0 90 NA NA NA NA 1271 683 439 28 NA NA NA NA 1301 726 487 151 NA NA NA
1471597200.0 110.0 44 81 186 NA NA NA NA NA 85 146 250 NA NA NA NA NA 538 288 349 NA NA NA NA NA 606 305 374 NA NA NA NA NA
1471597200.0 1102.0 NA 80 200 109 74 NA NA NA NA 148 258 173 113 NA NA NA NA 2329 3173 3258 273 NA NA NA NA 2425 3610 4064 309 NA NA NA
1471597200.0 111.0 53 76 188 NA NA NA NA NA 98 146 250 NA NA NA NA NA 2829 218 323 NA NA NA NA NA 3130 270 344 NA NA NA NA NA
1471597200.0 112.0 54 81 191 NA NA NA NA NA 99 146 250 NA NA NA NA NA 4578 285 347 NA NA NA NA NA 4800 304 375 NA NA NA NA NA
1471597200.0 113.0 55 81 189 NA NA NA NA NA 100 147 250 NA NA NA NA NA 4513 286 353 NA NA NA NA NA 4611 303 372 NA NA NA NA NA
1471597200.0 114.0 54 85 187 NA NA NA NA NA 99 147 250 NA NA NA NA NA 4255 296 372 NA NA NA NA NA 4325 362 473 NA NA NA NA NA
1471597200.0 115.0 56 78 188 NA NA NA NA NA 101 147 250 NA NA NA NA NA 5637 289 375 NA NA NA NA NA 5739 315 395 NA NA NA NA NA
1471597200.0 116.0 57 82 188 NA NA NA NA NA 101 147 250 NA NA NA NA NA 4929 286 400 NA NA NA NA NA 5034 331 493 NA NA NA NA NA
1471597200.0 117.0 57 78 192 NA NA NA NA NA 101 146 250 NA NA NA NA NA 7268 336 529 NA NA NA NA NA 7729 359 604 NA NA NA NA NA
1471597200.0 118.0 56 84 190 NA NA NA NA NA 100 147 250 NA NA NA NA NA 4833 286 431 NA NA NA NA NA 5017 313 461 NA NA NA NA NA
1471597200.0 119.0 54 75 189 NA NA NA NA NA 98 146 250 NA NA NA NA NA 4076 283 357 NA NA NA NA NA 4339 340 377 NA NA NA NA NA
1471597200.0 12.0 NA 78 190 0 NA NA NA NA NA 148 255 0 NA NA NA NA NA 1446 1746 488 NA NA NA NA NA 1496 2303 545 NA NA NA NA
1471597200.0 120.0 46 72 185 NA NA NA NA NA 89 150 250 NA NA NA NA NA 433 276 335 NA NA NA NA NA 447 294 441 NA NA NA NA NA
1471597200.0 121.0 57 86 191 NA NA NA NA NA 101 156 250 NA NA NA NA NA 7576 372 529 NA NA NA NA NA 7711 468 564 NA NA NA NA NA
1471597200.0 122.0 52 81 191 NA NA NA NA NA 98 146 250 NA NA NA NA NA 1636 182 267 NA NA NA NA NA 1711 193 283 NA NA NA NA NA
1471597200.0 123.2 174 NA NA NA NA NA NA NA 236 NA NA NA NA NA NA NA 745 NA NA NA NA NA NA NA 880 NA NA NA NA NA NA NA
1471597200.0 123.3 159 NA NA NA NA NA NA NA 223 NA NA NA NA NA NA NA 401 NA NA NA NA NA NA NA 492 NA NA NA NA NA NA NA
1471597200.0 124.1 166 NA NA NA NA NA NA NA 228 NA NA NA NA NA NA NA 475 NA NA NA NA NA NA NA 596 NA NA NA NA NA NA NA
1471597200.0 124.2 176 NA NA NA NA NA NA NA 234 NA NA NA NA NA NA NA 689 NA NA NA NA NA NA NA 731 NA NA NA NA NA NA NA
1471597200.0 124.4 167 NA NA NA NA NA NA NA 228 NA NA NA NA NA NA NA 474 NA NA NA NA NA NA NA 598 NA NA NA NA NA NA NA
1471597200.0 124.6 159 NA NA NA NA NA NA NA 223 NA NA NA NA NA NA NA 476 NA NA NA NA NA NA NA 600 NA NA NA NA NA NA NA
1471597200.0 125.0 59 77 198 NA NA NA NA NA 101 147 250 NA NA NA NA NA 6525 287 351 NA NA NA NA NA 6978 341 368 NA NA NA NA NA
1471597200.0 126.0 45 81 184 NA NA NA NA NA 85 146 250 NA NA NA NA NA 1010 279 350 NA NA NA NA NA 1028 297 378 NA NA NA NA NA
1471597200.0 127.0 46 75 186 NA NA NA NA NA 90 146 250 NA NA NA NA NA 1202 283 355 NA NA NA NA NA 1216 300 379 NA NA NA NA NA
1471597200.0 128.0 44 73 184 NA NA NA NA NA 84 146 250 NA NA NA NA NA 396 286 331 NA NA NA NA NA 409 305 447 NA NA NA NA NA
1471597200.0 129.0 44 72 184 NA NA NA NA NA 84 146 250 NA NA NA NA NA 420 286 336 NA NA NA NA NA 436 316 365 NA NA NA NA NA
1471597200.0 13.0 NA 82 187 0 NA NA NA NA NA 148 250 0 NA NA NA NA NA 244 799 444 NA NA NA NA NA 271 828 467 NA NA NA NA
1471597200.0 130.0 45 75 185 NA NA NA NA NA 89 146 250 NA NA NA NA NA 562 287 342 NA NA NA NA NA 597 312 480 NA NA NA NA NA
