Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1470819600.0 1.0 55 72 134 NA NA 98 144 185 NA NA 3000 333 1257 NA NA 3585 457 1445 NA NA
1470819600.0 101.0 80 NA NA NA NA 139 NA NA NA NA 1840 NA NA NA NA 1939 NA NA NA NA
1470819600.0 102.0 81 NA NA NA NA 138 NA NA NA NA 1322 NA NA NA NA 1397 NA NA NA NA
1470819600.0 103.0 50 80 186 NA NA 94 146 250 NA NA 1234 334 586 NA NA 1350 387 666 NA NA
1470819600.0 105.0 55 82 19 NA NA 98 146 54 NA NA 2967 357 3 NA NA 3466 457 89 NA NA
1470819600.0 106.0 45 0 0 NA NA 77 0 0 NA NA 639 160 252 NA NA 669 176 295 NA NA
1470819600.0 107.0 55 86 189 NA NA 99 146 250 NA NA 4634 276 359 NA NA 4876 295 526 NA NA
1470819600.0 108.0 57 78 191 NA NA 101 146 250 NA NA 8895 604 848 NA NA 9085 641 892 NA NA
1470819600.0 109.0 57 80 189 NA NA 101 146 250 NA NA 10244 631 970 NA NA 10406 683 1033 NA NA
1470819600.0 110.0 45 80 186 NA NA 85 146 249 NA NA 496 260 299 NA NA 632 336 346 NA NA
1470819600.0 111.0 61 77 190 NA NA 98 146 250 NA NA 3815 320 462 NA NA 4123 514 535 NA NA
1470819600.0 112.0 54 78 190 NA NA 99 146 250 NA NA 4503 282 356 NA NA 4740 343 393 NA NA
1470819600.0 113.0 62 81 193 NA NA 100 147 250 NA NA 4464 286 345 NA NA 4658 306 374 NA NA
1470819600.0 114.0 54 79 188 NA NA 99 146 250 NA NA 4129 287 358 NA NA 4337 344 415 NA NA
1470819600.0 115.0 57 88 189 NA NA 101 147 250 NA NA 8282 588 772 NA NA 8631 609 837 NA NA
1470819600.0 116.0 55 77 188 NA NA 101 147 250 NA NA 7645 613 831 NA NA 7824 711 901 NA NA
1470819600.0 117.0 61 83 201 NA NA 101 146 250 NA NA 6478 291 423 NA NA 6713 383 467 NA NA
1470819600.0 118.0 55 83 191 NA NA 100 146 250 NA NA 4837 288 427 NA NA 4983 328 579 NA NA
1470819600.0 119.0 53 77 190 NA NA 98 146 250 NA NA 4067 285 351 NA NA 4311 344 411 NA NA
1470819600.0 120.0 49 73 183 NA NA 89 146 250 NA NA 825 542 592 NA NA 852 588 641 NA NA
