Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueVsize1 PeakValueVsize2 TotalJobCPU1 TotalJobCPU2 TotalJobTime1 TotalJobTime2
1471770000.0 10.0 NA 0 NA 0 NA 0 NA 0
1471770000.0 1000.0 NA 0 NA 0 NA 0 NA 0
1471770000.0 1001.0 NA 0 NA 0 NA 0 NA 0
1471770000.0 10024.5 NA 0 NA 0 NA 0 NA 0
1471770000.0 10224.0 NA 0 NA 0 NA 0 NA 0
1471770000.0 10225.0 NA 0 NA 0 NA 0 NA 0
1471770000.0 10424.0 0 NA 0 NA 0 NA 0 NA
1471770000.0 10425.0 0 NA 0 NA 0 NA 0 NA
1471770000.0 10426.0 0 NA 0 NA 0 NA 0 NA
1471770000.0 105.0 0 NA 0 NA 0 NA 0 NA
1471770000.0 107.0 0 NA 0 NA 0 NA 0 NA
1471770000.0 108.0 0 NA 0 NA 0 NA 0 NA
1471770000.0 10824.0 0 NA 0 NA 0 NA 0 NA
1471770000.0 10825.0 0 NA 0 NA 0 NA 0 NA
1471770000.0 10826.0 0 NA 0 NA 0 NA 0 NA
1471770000.0 109.0 0 NA 0 NA 0 NA 0 NA
1471770000.0 11.0 NA 0 NA 0 NA 0 NA 0
1471770000.0 110.0 0 NA 0 NA 0 NA 0 NA
1471770000.0 1102.0 NA 0 NA 0 NA 0 NA 0
1471770000.0 112.0 0 NA 0 NA 0 NA 0 NA
1471770000.0 11225.0 0 NA 0 NA 0 NA 0 NA
1471770000.0 11226.0 0 NA 0 NA 0 NA 0 NA
1471770000.0 113.0 0 NA 0 NA 0 NA 0 NA
1471770000.0 114.0 0 NA 0 NA 0 NA 0 NA
1471770000.0 115.0 0 NA 0 NA 0 NA 0 NA
1471770000.0 116.0 0 NA 0 NA 0 NA 0 NA
1471770000.0 117.0 0 NA 0 NA 0 NA 0 NA
1471770000.0 118.0 0 NA 0 NA 0 NA 0 NA
1471770000.0 119.0 0 NA 0 NA 0 NA 0 NA
1471770000.0 12.0 NA 0 NA 0 NA 0 NA 0
1471770000.0 120.0 0 NA 0 NA 0 NA 0 NA
1471770000.0 121.0 0 NA 0 NA 0 NA 0 NA
1471770000.0 122.0 0 NA 0 NA 0 NA 0 NA
1471770000.0 123.3 0 NA 0 NA 0 NA 0 NA
1471770000.0 124.1 0 NA 0 NA 0 NA 0 NA
1471770000.0 124.4 0 NA 0 NA 0 NA 0 NA
1471770000.0 124.5 0 NA 0 NA 0 NA 0 NA
1471770000.0 124.6 0 NA 0 NA 0 NA 0 NA
1471770000.0 127.0 0 NA 0 NA 0 NA 0 NA
1471770000.0 128.0 0 NA 0 NA 0 NA 0 NA
1471770000.0 129.0 0 NA 0 NA 0 NA 0 NA
1471770000.0 13.0 NA 0 NA 0 NA 0 NA 0
1471770000.0 130.0 0 NA 0 NA 0 NA 0 NA
1471770000.0 1302.0 0 NA 0 NA 0 NA 0 NA
1471770000.0 1303.0 0 NA 0 NA 0 NA 0 NA
1471770000.0 1306.0 NA 0 NA 0 NA 0 NA 0
1471770000.0 1309.0 NA 0 NA 0 NA 0 NA 0
1471770000.0 131.0 0 NA 0 NA 0 NA 0 NA
1471770000.0 1311.0 NA 0 NA 0 NA 0 NA 0
1471770000.0 1312.0 NA 0 NA 0 NA 0 NA 0
1471770000.0 1313.0 NA 0 NA 0 NA 0 NA 0
1471770000.0 1314.0 NA 0 NA 0 NA 0 NA 0
1471770000.0 1315.0 NA 0 NA 0 NA 0 NA 0
1471770000.0 1316.0 NA 0 NA 0 NA 0 NA 0
1471770000.0 1317.0 NA 0 NA 0 NA 0 NA 0
1471770000.0 1318.0 NA 0 NA 0 NA 0 NA 0
1471770000.0 1319.0 NA 0 NA 0 NA 0 NA 0
1471770000.0 1320.0 NA 0 NA 0 NA 0 NA 0
1471770000.0 1321.0 NA 0 NA 0 NA 0 NA 0
1471770000.0 1322.0 NA 0 NA 0 NA 0 NA 0
1471770000.0 1323.0 NA 0 NA 0 NA 0 NA 0
1471770000.0 1324.0 NA 0 NA 0 NA 0 NA 0
1471770000.0 1325.0 NA 0 NA 0 NA 0 NA 0
1471770000.0 1325.2 NA 0 NA 0 NA 0 NA 0
1471770000.0 1326.0 NA 0 NA 0 NA 0 NA 0
1471770000.0 1327.0 NA 0 NA 0 NA 0 NA 0
1471770000.0 1328.0 NA 0 NA 0 NA 0 NA 0
1471770000.0 1329.0 NA 0 NA 0 NA 0 NA 0
1471770000.0 133.0 0 NA 0 NA 0 NA 0 NA
1471770000.0 1330.0 NA 0 NA 0 NA 0 NA 0
1471770000.0 1331.0 NA 0 NA 0 NA 0 NA 0
1471770000.0 1333.0 NA 0 NA 0 NA 0 NA 0
1471770000.0 1334.0 NA 0 NA 0 NA 0 NA 0
1471770000.0 1336.0 NA 0 NA 0 NA 0 NA 0
1471770000.0 1337.0 NA 0 NA 0 NA 0 NA 0
1471770000.0 1338.0 NA 0 NA 0 NA 0 NA 0
1471770000.0 134.701 NA 0 NA 0 NA 0 NA 0
1471770000.0 134.702 NA 0 NA 0 NA 0 NA 0
1471770000.0 134.703 NA 0 NA 0 NA 0 NA 0
1471770000.0 134.705 NA 0 NA 0 NA 0 NA 0
1471770000.0 134.706 NA 0 NA 0 NA 0 NA 0
1471770000.0 134.707 NA 0 NA 0 NA 0 NA 0
1471770000.0 134.708 NA 0 NA 0 NA 0 NA 0
1471770000.0 134.709 NA 0 NA 0 NA 0 NA 0
1471770000.0 134.71 NA 0 NA 0 NA 0 NA 0
1471770000.0 134.802 NA 0 NA 0 NA 0 NA 0
1471770000.0 134.803 NA 0 NA 0 NA 0 NA 0
1471770000.0 134.804 NA 0 NA 0 NA 0 NA 0
1471770000.0 134.805 NA 0 NA 0 NA 0 NA 0
1471770000.0 134.806 NA 0 NA 0 NA 0 NA 0
1471770000.0 134.807 NA 0 NA 0 NA 0 NA 0
1471770000.0 134.808 NA 0 NA 0 NA 0 NA 0
1471770000.0 134.809 NA 0 NA 0 NA 0 NA 0
1471770000.0 134.81 NA 0 NA 0 NA 0 NA 0
1471770000.0 134.811 NA 0 NA 0 NA 0 NA 0
1471770000.0 134.901 NA 0 NA 0 NA 0 NA 0
1471770000.0 134.902 NA 0 NA 0 NA 0 NA 0
1471770000.0 134.904 NA 0 NA 0 NA 0 NA 0
1471770000.0 134.905 NA 0 NA 0 NA 0 NA 0
1471770000.0 134.906 NA 0 NA 0 NA 0 NA 0
1471770000.0 134.907 NA 0 NA 0 NA 0 NA 0
1471770000.0 134.908 NA 0 NA 0 NA 0 NA 0
1471770000.0 134.909 NA 0 NA 0 NA 0 NA 0
1471770000.0 134.911 NA 0 NA 0 NA 0 NA 0
1471770000.0 134.912 NA 0 NA 0 NA 0 NA 0
1471770000.0 134.99601 NA 0 NA 0 NA 0 NA 0
1471770000.0 134.99602 NA 0 NA 0 NA 0 NA 0
1471770000.0 134.99603 NA 0 NA 0 NA 0 NA 0
1471770000.0 134.99901 NA 0 NA 0 NA 0 NA 0
1471770000.0 1340.0 NA 0 NA 0 NA 0 NA 0
1471770000.0 1341.0 NA 0 NA 0 NA 0 NA 0
1471770000.0 1343.0 NA 0 NA 0 NA 0 NA 0
1471770000.0 1344.0 NA 0 NA 0 NA 0 NA 0
1471770000.0 1345.0 NA 0 NA 0 NA 0 NA 0
1471770000.0 1347.0 NA 0 NA 0 NA 0 NA 0
1471770000.0 1348.0 NA 0 NA 0 NA 0 NA 0
1471770000.0 1349.0 NA 0 NA 0 NA 0 NA 0
1471770000.0 135.12 0 NA 0 NA 0 NA 0 NA
1471770000.0 135.3 0 NA 0 NA 0 NA 0 NA
1471770000.0 135.5 0 NA 0 NA 0 NA 0 NA
1471770000.0 135.6 0 NA 0 NA 0 NA 0 NA
1471770000.0 135.7 0 NA 0 NA 0 NA 0 NA
1471770000.0 135.9 0 NA 0 NA 0 NA 0 NA
1471770000.0 1350.0 NA 0 NA 0 NA 0 NA 0
1471770000.0 1351.0 NA 0 NA 0 NA 0 NA 0
1471770000.0 1352.0 NA 0 NA 0 NA 0 NA 0
1471770000.0 1353.0 NA 0 NA 0 NA 0 NA 0
1471770000.0 1354.0 NA 0 NA 0 NA 0 NA 0
