Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1471125600.0 1.0 47 65 119 NA NA NA NA NA 162 230 277 NA NA NA NA NA 3379 552 521 NA NA NA NA NA 3496 678 559 NA NA NA NA NA
1471125600.0 10.0 NA 83 196 0 NA NA NA NA NA 238 396 0 NA NA NA NA NA 4756 4078 947 NA NA NA NA NA 4952 8645 2121 NA NA NA NA
1471125600.0 1000.0 NA 209 123 0 43 NA NA NA NA 404 266 0 139 NA NA NA NA 4003 805 722 239 NA NA NA NA 4063 853 744 271 NA NA NA
1471125600.0 1001.0 NA 183 164 0 0 0 0 0 NA 375 299 0 0 0 0 0 NA 3701 780 14 84 1371 42 1137 NA 3801 927 41 88 1455 48 1159
1471125600.0 1002.0 NA 206 58 NA NA NA NA NA NA 406 140 NA NA NA NA NA NA 3547 249 NA NA NA NA NA NA 3627 261 NA NA NA NA NA
1471125600.0 10021.0 NA 100 225 0 NA NA NA NA NA 263 439 0 NA NA NA NA NA 789 1316 571 NA NA NA NA NA 1196 1408 606 NA NA NA NA
1471125600.0 10023.0 NA 99 208 0 NA NA NA NA NA 263 439 0 NA NA NA NA NA 683 1029 611 NA NA NA NA NA 807 1622 653 NA NA NA NA
1471125600.0 10024.0 NA 101 224 0 NA NA NA NA NA 263 440 0 NA NA NA NA NA 874 1348 722 NA NA NA NA NA 953 1455 763 NA NA NA NA
1471125600.0 10024.1 NA 102 140 0 NA NA NA NA NA 263 293 0 NA NA NA NA NA 903 753 507 NA NA NA NA NA 1706 888 552 NA NA NA NA
1471125600.0 10024.2 NA 102 217 0 NA NA NA NA NA 263 439 0 NA NA NA NA NA 861 1467 647 NA NA NA NA NA 1008 1616 670 NA NA NA NA
1471125600.0 10024.3 NA 101 136 0 NA NA NA NA NA 263 311 0 NA NA NA NA NA 619 468 309 NA NA NA NA NA 1407 797 328 NA NA NA NA
1471125600.0 10024.4 NA 103 209 0 NA NA NA NA NA 263 438 0 NA NA NA NA NA 811 1451 680 NA NA NA NA NA 897 1615 717 NA NA NA NA
1471125600.0 10024.5 NA 102 132 0 NA NA NA NA NA 263 311 0 NA NA NA NA NA 776 688 473 NA NA NA NA NA 908 781 515 NA NA NA NA
1471125600.0 10025.0 NA 102 212 0 NA NA NA NA NA 263 440 0 NA NA NA NA NA 800 1254 669 NA NA NA NA NA 880 1355 695 NA NA NA NA
1471125600.0 10026.0 NA 109 221 0 NA NA NA NA NA 263 440 0 NA NA NA NA NA 941 1805 657 NA NA NA NA NA 1082 2048 698 NA NA NA NA
1471125600.0 1003.0 NA 175 0 NA NA NA NA NA NA 362 0 NA NA NA NA NA NA 5297 616 NA NA NA NA NA NA 5527 646 NA NA NA NA NA
1471125600.0 1004.0 NA 180 131 0 0 0 0 NA NA 362 248 0 0 0 0 NA NA 543 220 6 62 517 491 NA NA 2324 250 11 71 542 506 NA
1471125600.0 101.0 78 NA NA NA NA NA NA NA 232 NA NA NA NA NA NA NA 1368 NA NA NA NA NA NA NA 1438 NA NA NA NA NA NA NA
1471125600.0 102.0 82 NA NA NA NA NA NA NA 232 NA NA NA NA NA NA NA 932 NA NA NA NA NA NA NA 1154 NA NA NA NA NA NA NA
1471125600.0 10224.0 NA 141 263 0 NA NA NA NA NA 293 526 0 NA NA NA NA NA 4206 5833 774 NA NA NA NA NA 8740 25795 796 NA NA NA NA
1471125600.0 10225.0 NA 143 286 0 NA NA NA NA NA 296 521 0 NA NA NA NA NA 2751 3952 485 NA NA NA NA NA 16154 21284 510 NA NA NA NA
1471125600.0 103.0 34 0 0 NA NA NA NA NA 142 0 0 NA NA NA NA NA 442 93 176 NA NA NA NA NA 454 125 290 NA NA NA NA NA
1471125600.0 10421.0 73 76 0 NA NA NA NA NA 184 214 0 NA NA NA NA NA 2472 1280 0 NA NA NA NA NA 2589 1408 0 NA NA NA NA NA
1471125600.0 10424.0 84 82 0 NA NA NA NA NA 200 214 0 NA NA NA NA NA 11908 1652 0 NA NA NA NA NA 12350 1766 0 NA NA NA NA NA
1471125600.0 10425.0 83 77 0 NA NA NA NA NA 199 214 0 NA NA NA NA NA 9673 1421 0 NA NA NA NA NA 9969 1508 0 NA NA NA NA NA
1471125600.0 10426.0 85 77 0 NA NA NA NA NA 201 214 0 NA NA NA NA NA 18348 1467 0 NA NA NA NA NA 19847 1602 0 NA NA NA NA NA
1471125600.0 105.0 47 71 26 NA NA NA NA NA 162 228 122 NA NA NA NA NA 3310 625 5 NA NA NA NA NA 3459 648 11 NA NA NA NA NA
1471125600.0 106.0 34 0 0 NA NA NA NA NA 142 0 0 NA NA NA NA NA 449 91 175 NA NA NA NA NA 498 122 1724 NA NA NA NA NA
1471125600.0 107.0 49 76 188 NA NA NA NA NA 163 229 394 NA NA NA NA NA 7461 691 1206 NA NA NA NA NA 8177 728 1373 NA NA NA NA NA
1471125600.0 108.0 50 74 199 NA NA NA NA NA 165 229 394 NA NA NA NA NA 11836 735 1337 NA NA NA NA NA 12128 817 1467 NA NA NA NA NA
1471125600.0 10821.0 77 74 0 NA NA NA NA NA 188 208 0 NA NA NA NA NA 2544 1336 0 NA NA NA NA NA 2703 1425 0 NA NA NA NA NA
1471125600.0 10824.0 87 80 0 NA NA NA NA NA 205 214 0 NA NA NA NA NA 11521 1463 0 NA NA NA NA NA 12349 1904 0 NA NA NA NA NA
