Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueVsize1 PeakValueVsize2 TotalJobCPU1 TotalJobCPU2 TotalJobTime1 TotalJobTime2
1471899600.0 1.0 0 NA 0 NA 0 NA 0 NA
1471899600.0 1000.0 NA 0 NA 0 NA 0 NA 0
1471899600.0 1001.0 NA 0 NA 0 NA 0 NA 0
1471899600.0 10024.0 NA 0 NA 0 NA 0 NA 0
1471899600.0 10024.3 NA 0 NA 0 NA 0 NA 0
1471899600.0 10024.4 NA 0 NA 0 NA 0 NA 0
1471899600.0 10024.5 NA 0 NA 0 NA 0 NA 0
1471899600.0 10025.0 NA 0 NA 0 NA 0 NA 0
1471899600.0 101.0 0 NA 0 NA 0 NA 0 NA
1471899600.0 10224.0 NA 0 NA 0 NA 0 NA 0
1471899600.0 103.0 0 NA 0 NA 0 NA 0 NA
1471899600.0 10421.0 0 NA 0 NA 0 NA 0 NA
1471899600.0 10424.0 0 NA 0 NA 0 NA 0 NA
1471899600.0 10425.0 0 NA 0 NA 0 NA 0 NA
1471899600.0 10426.0 0 NA 0 NA 0 NA 0 NA
1471899600.0 105.0 0 NA 0 NA 0 NA 0 NA
1471899600.0 108.0 0 NA 0 NA 0 NA 0 NA
1471899600.0 10821.0 0 NA 0 NA 0 NA 0 NA
1471899600.0 10825.0 0 NA 0 NA 0 NA 0 NA
1471899600.0 10826.0 0 NA 0 NA 0 NA 0 NA
1471899600.0 109.0 0 NA 0 NA 0 NA 0 NA
1471899600.0 110.0 0 NA 0 NA 0 NA 0 NA
1471899600.0 1102.0 NA 0 NA 0 NA 0 NA 0
1471899600.0 112.0 0 NA 0 NA 0 NA 0 NA
1471899600.0 11221.0 0 NA 0 NA 0 NA 0 NA
1471899600.0 11224.0 0 NA 0 NA 0 NA 0 NA
1471899600.0 11225.0 0 NA 0 NA 0 NA 0 NA
1471899600.0 11226.0 0 NA 0 NA 0 NA 0 NA
1471899600.0 113.0 0 NA 0 NA 0 NA 0 NA
1471899600.0 114.0 0 NA 0 NA 0 NA 0 NA
1471899600.0 115.0 0 NA 0 NA 0 NA 0 NA
1471899600.0 116.0 0 NA 0 NA 0 NA 0 NA
1471899600.0 118.0 0 NA 0 NA 0 NA 0 NA
1471899600.0 119.0 0 NA 0 NA 0 NA 0 NA
1471899600.0 12.0 NA 0 NA 0 NA 0 NA 0
1471899600.0 120.0 0 NA 0 NA 0 NA 0 NA
1471899600.0 121.0 0 NA 0 NA 0 NA 0 NA
1471899600.0 125.0 0 NA 0 NA 0 NA 0 NA
1471899600.0 127.0 0 NA 0 NA 0 NA 0 NA
1471899600.0 128.0 0 NA 0 NA 0 NA 0 NA
1471899600.0 129.0 0 NA 0 NA 0 NA 0 NA
1471899600.0 130.0 0 NA 0 NA 0 NA 0 NA
1471899600.0 1303.0 0 NA 0 NA 0 NA 0 NA
1471899600.0 1309.0 NA 0 NA 0 NA 0 NA 0
1471899600.0 131.0 0 NA 0 NA 0 NA 0 NA
1471899600.0 1311.0 NA 0 NA 0 NA 0 NA 0
1471899600.0 1312.0 NA 0 NA 0 NA 0 NA 0
1471899600.0 1316.0 NA 0 NA 0 NA 0 NA 0
1471899600.0 1318.0 NA 0 NA 0 NA 0 NA 0
1471899600.0 1319.0 NA 0 NA 0 NA 0 NA 0
1471899600.0 1320.0 NA 0 NA 0 NA 0 NA 0
1471899600.0 1322.0 NA 0 NA 0 NA 0 NA 0
1471899600.0 1323.0 NA 0 NA 0 NA 0 NA 0
1471899600.0 1325.0 NA 0 NA 0 NA 0 NA 0
1471899600.0 1325.2 NA 0 NA 0 NA 0 NA 0
1471899600.0 1325.3 NA 0 NA 0 NA 0 NA 0
1471899600.0 133.0 0 NA 0 NA 0 NA 0 NA
1471899600.0 1331.0 NA 0 NA 0 NA 0 NA 0
1471899600.0 1332.0 NA 0 NA 0 NA 0 NA 0
1471899600.0 1333.0 NA 0 NA 0 NA 0 NA 0
1471899600.0 1334.0 NA 0 NA 0 NA 0 NA 0
1471899600.0 1335.0 NA 0 NA 0 NA 0 NA 0
1471899600.0 1336.0 NA 0 NA 0 NA 0 NA 0
1471899600.0 1337.0 NA 0 NA 0 NA 0 NA 0
