Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1471251600.0 1.0 53 79 151 NA NA NA NA NA 99 137 180 NA NA NA NA NA 3262 588 488 NA NA NA NA NA 3289 745 616 NA NA NA NA NA
1471251600.0 10.0 NA 94 228 0 NA NA NA NA NA 159 272 0 NA NA NA NA NA 4595 4053 1083 NA NA NA NA NA 4778 4264 1218 NA NA NA NA
1471251600.0 1000.0 NA 239 152 0 58 NA NA NA NA 294 201 0 83 NA NA NA NA 4001 709 898 172 NA NA NA NA 4256 815 939 183 NA NA NA
1471251600.0 1001.0 NA 210 181 0 0 0 0 0 NA 262 222 0 0 0 0 0 NA 3633 536 10 91 1006 25 936 NA 3849 569 12 214 1134 33 1058
1471251600.0 1002.0 NA 232 67 NA NA NA NA NA NA 290 101 NA NA NA NA NA NA 3965 240 NA NA NA NA NA NA 4242 255 NA NA NA NA NA
1471251600.0 10021.0 NA 107 245 0 NA NA NA NA NA 199 315 0 NA NA NA NA NA 769 1706 817 NA NA NA NA NA 1026 1920 962 NA NA NA NA
1471251600.0 10023.0 NA 115 244 0 NA NA NA NA NA 199 314 0 NA NA NA NA NA 719 1112 764 NA NA NA NA NA 935 1478 917 NA NA NA NA
1471251600.0 10024.0 NA 117 249 0 NA NA NA NA NA 199 315 0 NA NA NA NA NA 830 1563 816 NA NA NA NA NA 987 1778 963 NA NA NA NA
1471251600.0 10024.1 NA 114 157 0 NA NA NA NA NA 199 207 0 NA NA NA NA NA 804 761 694 NA NA NA NA NA 938 1050 719 NA NA NA NA
1471251600.0 10024.2 NA 124 250 0 NA NA NA NA NA 199 314 0 NA NA NA NA NA 818 1512 809 NA NA NA NA NA 1059 1872 847 NA NA NA NA
1471251600.0 10024.3 NA 114 153 0 NA NA NA NA NA 199 203 0 NA NA NA NA NA 809 765 620 NA NA NA NA NA 913 917 739 NA NA NA NA
1471251600.0 10024.4 NA 114 246 0 NA NA NA NA NA 199 313 0 NA NA NA NA NA 803 1549 814 NA NA NA NA NA 1038 1846 953 NA NA NA NA
1471251600.0 10024.5 NA 117 149 0 NA NA NA NA NA 199 203 0 NA NA NA NA NA 817 722 619 NA NA NA NA NA 1186 841 628 NA NA NA NA
1471251600.0 10025.0 NA 112 249 0 NA NA NA NA NA 199 315 0 NA NA NA NA NA 758 1262 805 NA NA NA NA NA 976 1580 947 NA NA NA NA
1471251600.0 10026.0 NA 114 247 0 NA NA NA NA NA 199 315 0 NA NA NA NA NA 830 1762 862 NA NA NA NA NA 1077 2331 927 NA NA NA NA
1471251600.0 1003.0 NA 204 0 NA NA NA NA NA NA 258 0 NA NA NA NA NA NA 5843 624 NA NA NA NA NA NA 6224 656 NA NA NA NA NA
1471251600.0 1004.0 NA 203 148 0 0 0 0 NA NA 254 181 0 0 0 0 NA NA 912 282 8 88 848 910 NA NA 1490 736 478 262 905 933 NA
1471251600.0 101.0 90 NA NA NA NA NA NA NA 142 NA NA NA NA NA NA NA 2132 NA NA NA NA NA NA NA 2340 NA NA NA NA NA NA NA
1471251600.0 102.0 93 NA NA NA NA NA NA NA 144 NA NA NA NA NA NA NA 1600 NA NA NA NA NA NA NA 1865 NA NA NA NA NA NA NA
1471251600.0 10224.0 NA 145 310 0 NA NA NA NA NA 211 389 0 NA NA NA NA NA 4464 6445 1061 NA NA NA NA NA 8897 7693 1095 NA NA NA NA
1471251600.0 10225.0 NA 147 310 0 NA NA NA NA NA 215 394 0 NA NA NA NA NA 4706 6776 955 NA NA NA NA NA 13158 14565 1169 NA NA NA NA
1471251600.0 103.0 42 0 0 NA NA NA NA NA 77 0 0 NA NA NA NA NA 785 130 279 NA NA NA NA NA 915 222 397 NA NA NA NA NA
1471251600.0 10421.0 83 90 169 0 NA NA NA NA 116 129 202 0 NA NA NA NA 2771 1128 1482 544 NA NA NA NA 2963 1334 1700 663 NA NA NA NA
1471251600.0 10424.0 88 101 173 0 NA NA NA NA 134 129 205 0 NA NA NA NA 10454 1196 1158 784 NA NA NA NA 10704 1323 1399 968 NA NA NA NA
1471251600.0 10425.0 88 90 171 0 NA NA NA NA 134 129 203 0 NA NA NA NA 8369 1165 963 679 NA NA NA NA 8605 1289 1181 686 NA NA NA NA
1471251600.0 10426.0 91 98 171 0 NA NA NA NA 135 129 207 0 NA NA NA NA 17537 1210 1314 784 NA NA NA NA 17677 1350 1723 797 NA NA NA NA
1471251600.0 105.0 52 80 27 NA NA NA NA NA 98 146 57 NA NA NA NA NA 3330 645 5 NA NA NA NA NA 3476 819 103 NA NA NA NA NA
1471251600.0 106.0 42 0 0 NA NA NA NA NA 77 0 0 NA NA NA NA NA 777 129 287 NA NA NA NA NA 1220 329 1033 NA NA NA NA NA
1471251600.0 107.0 54 82 226 NA NA NA NA NA 99 146 264 NA NA NA NA NA 6004 671 840 NA NA NA NA NA 6168 843 1086 NA NA NA NA NA
1471251600.0 108.0 56 96 223 NA NA NA NA NA 102 146 266 NA NA NA NA NA 9562 713 1072 NA NA NA NA NA 9740 824 1246 NA NA NA NA NA
1471251600.0 10821.0 85 89 170 0 NA NA NA NA 126 129 203 0 NA NA NA NA 3124 1155 1545 536 NA NA NA NA 3290 1294 1852 588 NA NA NA NA
1471251600.0 10824.0 93 101 184 0 NA NA NA NA 139 129 206 0 NA NA NA NA 11017 1239 1158 745 NA NA NA NA 11124 1438 1307 867 NA NA NA NA
1471251600.0 10825.0 105 88 169 0 NA NA NA NA 142 129 202 0 NA NA NA NA 8452 1211 956 718 NA NA NA NA 8615 1423 1229 837 NA NA NA NA
1471251600.0 10826.0 93 104 185 0 NA NA NA NA 142 129 207 0 NA NA NA NA 18244 1265 1245 810 NA NA NA NA 18381 1453 1474 925 NA NA NA NA
1471251600.0 109.0 58 92 224 NA NA NA NA NA 105 146 266 NA NA NA NA NA 9364 707 1026 NA NA NA NA NA 9516 828 1308 NA NA NA NA NA
1471251600.0 11.0 NA 89 236 0 75 NA NA NA NA 159 279 0 95 NA NA NA NA 3858 1582 1085 68 NA NA NA NA 4114 1836 1219 79 NA NA NA
1471251600.0 110.0 49 79 217 NA NA NA NA NA 84 147 264 NA NA NA NA NA 1216 616 670 NA NA NA NA NA 1326 831 971 NA NA NA NA NA
1471251600.0 1102.0 NA 95 226 127 89 NA NA NA NA 159 273 164 109 NA NA NA NA 4711 5370 3091 215 NA NA NA NA 4965 5705 3324 221 NA NA NA
1471251600.0 111.0 55 84 221 NA NA NA NA NA 103 147 264 NA NA NA NA NA 3573 492 734 NA NA NA NA NA 3608 683 988 NA NA NA NA NA
1471251600.0 112.0 53 80 225 NA NA NA NA NA 103 146 264 NA NA NA NA NA 5631 673 784 NA NA NA NA NA 5672 784 1022 NA NA NA NA NA
1471251600.0 11221.0 86 212 92 NA NA NA NA NA 122 255 129 NA NA NA NA NA 6241 5895 2234 NA NA NA NA NA 6317 6078 2516 NA NA NA NA NA
1471251600.0 11224.0 97 215 95 NA NA NA NA NA 142 258 134 NA NA NA NA NA 23051 5972 2327 NA NA NA NA NA 23165 6080 2534 NA NA NA NA NA
1471251600.0 11225.0 96 211 99 NA NA NA NA NA 144 260 132 NA NA NA NA NA 17589 5932 2268 NA NA NA NA NA 17843 6148 2415 NA NA NA NA NA
