Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1470776400.0 1.0 52 68 120 NA NA 93 134 170 NA NA 2051 262 236 NA NA 2349 361 293 NA NA
1470776400.0 101.0 79 NA NA NA NA 137 NA NA NA NA 2277 NA NA NA NA 2314 NA NA NA NA
1470776400.0 102.0 79 NA NA NA NA 137 NA NA NA NA 1609 NA NA NA NA 1682 NA NA NA NA
1470776400.0 103.0 34 0 0 NA NA 75 0 0 NA NA 681 160 273 NA NA 699 171 290 NA NA
1470776400.0 105.0 48 77 26 NA NA 93 142 56 NA NA 2040 285 2 NA NA 2143 298 5 NA NA
1470776400.0 106.0 34 0 0 NA NA 74 0 0 NA NA 677 158 338 NA NA 695 172 358 NA NA
1470776400.0 10624.0 83 80 153 0 NA 129 126 196 0 NA 5054 579 478 335 NA 5625 825 525 345 NA
1470776400.0 10625.0 88 80 150 0 NA 128 132 194 0 NA 8797 1477 1129 643 NA 9870 1679 1229 669 NA
1470776400.0 10626.0 85 80 153 0 NA 130 126 197 0 NA 8591 634 581 365 NA 9031 1010 1009 376 NA
1470776400.0 107.0 49 71 192 NA NA 94 142 253 NA NA 6760 760 757 NA NA 6937 785 789 NA NA
1470776400.0 108.0 50 77 189 NA NA 96 142 253 NA NA 5038 300 473 NA NA 5109 329 538 NA NA
1470776400.0 10821.0 85 NA NA NA NA 130 NA NA NA NA 2462 NA NA NA NA 2968 NA NA NA NA
1470776400.0 10825.0 96 NA NA NA NA 142 NA NA NA NA 7638 NA NA NA NA 7932 NA NA NA NA
1470776400.0 10826.0 102 NA NA NA NA 147 NA NA NA NA 37140 NA NA NA NA 38002 NA NA NA NA
1470776400.0 109.0 52 81 193 NA NA 96 142 253 NA NA 9985 755 1114 NA NA 10274 775 1182 NA NA
1470776400.0 110.0 41 80 189 NA NA 86 142 253 NA NA 1154 695 744 NA NA 1179 726 789 NA NA
1470776400.0 11021.0 84 203 83 NA NA 130 250 122 NA NA 7165 6094 2809 NA NA 7376 6273 2950 NA NA
1470776400.0 11024.0 96 206 85 NA NA 142 253 124 NA NA 22468 5878 2851 NA NA 23067 6067 2982 NA NA
1470776400.0 11025.0 97 205 82 NA NA 141 252 124 NA NA 17294 6179 2868 NA NA 17644 6418 3494 NA NA
1470776400.0 11026.0 102 208 85 NA NA 147 255 126 NA NA 36593 6062 2900 NA NA 37533 6873 3530 NA NA
1470776400.0 112.0 49 71 193 NA NA 93 142 253 NA NA 6862 629 745 NA NA 6972 640 765 NA NA
1470776400.0 11225.0 92 79 157 0 NA 133 126 195 0 NA 4470 576 404 293 NA 4981 621 444 300 NA
1470776400.0 11226.0 96 82 152 0 NA 135 132 198 0 NA 8550 647 612 380 NA 8771 752 698 435 NA
1470776400.0 113.0 50 73 191 NA NA 96 142 253 NA NA 4851 291 351 NA NA 4922 356 384 NA NA
1470776400.0 114.0 51 84 190 NA NA 96 142 253 NA NA 7967 643 786 NA NA 8207 655 810 NA NA
1470776400.0 115.0 52 82 192 NA NA 96 142 253 NA NA 9052 723 1053 NA NA 9314 746 1258 NA NA
1470776400.0 116.0 49 84 195 NA NA 96 142 253 NA NA 9324 684 894 NA NA 9625 778 984 NA NA
1470776400.0 117.0 58 73 194 NA NA 96 142 253 NA NA 11051 720 1102 NA NA 11444 820 1188 NA NA
1470776400.0 118.0 52 73 194 NA NA 96 142 253 NA NA 10784 787 1148 NA NA 10948 840 1255 NA NA
1470776400.0 119.0 49 78 199 NA NA 93 142 253 NA NA 3313 265 288 NA NA 3402 276 345 NA NA
