Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1470733200.0 1.0 48 72 121 NA NA 93 134 170 NA NA 3160 537 439 NA NA 3299 555 468 NA NA
1470733200.0 101.0 78 NA NA NA NA 137 NA NA NA NA 1491 NA NA NA NA 1517 NA NA NA NA
1470733200.0 102.0 78 NA NA NA NA 137 NA NA NA NA 1035 NA NA NA NA 1080 NA NA NA NA
1470733200.0 103.0 33 0 0 NA NA 74 0 0 NA NA 474 108 189 NA NA 492 116 219 NA NA
1470733200.0 105.0 48 77 26 NA NA 93 142 56 NA NA 3067 583 4 NA NA 3171 603 9 NA NA
1470733200.0 106.0 34 0 0 NA NA 75 0 0 NA NA 492 106 192 NA NA 513 115 214 NA NA
1470733200.0 10621.0 72 75 148 0 NA 113 132 194 0 NA 2245 1249 1190 407 NA 2374 1440 1320 426 NA
1470733200.0 10624.0 88 79 153 0 NA 129 126 196 0 NA 8368 902 796 537 NA 8699 1036 908 549 NA
1470733200.0 10625.0 83 80 158 0 NA 129 121 194 0 NA 6691 767 551 389 NA 6910 1027 602 400 NA
1470733200.0 10626.0 85 79 149 0 NA 130 126 198 0 NA 11577 791 797 426 NA 12233 914 1249 449 NA
1470733200.0 107.0 50 81 194 NA NA 94 142 253 NA NA 6555 441 567 NA NA 6715 459 595 NA NA
1470733200.0 108.0 53 74 199 NA NA 96 142 254 NA NA 8096 428 634 NA NA 8254 486 722 NA NA
1470733200.0 10821.0 85 NA NA NA NA 130 NA NA NA NA 6259 NA NA NA NA 6411 NA NA NA NA
1470733200.0 10824.0 97 NA NA NA NA 142 NA NA NA NA 16528 NA NA NA NA 16821 NA NA NA NA
1470733200.0 10825.0 96 NA NA NA NA 141 NA NA NA NA 11705 NA NA NA NA 11934 NA NA NA NA
1470733200.0 10826.0 102 NA NA NA NA 147 NA NA NA NA 29940 NA NA NA NA 30725 NA NA NA NA
