Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1470520800.0 1.0 79 77 152 NA NA NA NA NA 164 205 230 NA NA NA NA NA 3900 365 1116 NA NA NA NA NA 1543 263 1086 NA NA NA NA NA
1470520800.0 10.0 NA 97 369 0 NA NA NA NA NA 195 463 0 NA NA NA NA NA 1802 2070 320 NA NA NA NA NA 678 864 336 NA NA NA NA
1470520800.0 1000.0 NA 336 121 0 47 NA NA NA NA 451 191 0 83 NA NA NA NA 2865 393 340 106 NA NA NA NA 1727 328 351 140 NA NA NA
1470520800.0 1001.0 NA 300 191 0 0 0 0 0 NA 391 250 0 0 0 0 0 NA 1583 287 4 20 252 27 251 NA 750 282 8 24 259 33 260
1470520800.0 1002.0 NA 344 70 NA NA NA NA NA NA 455 108 NA NA NA NA NA NA 2630 158 NA NA NA NA NA NA 1411 124 NA NA NA NA NA
1470520800.0 1003.0 NA 273 0 NA NA NA NA NA NA 384 0 NA NA NA NA NA NA 2573 216 NA NA NA NA NA NA 1223 224 NA NA NA NA NA
1470520800.0 101.0 101 NA NA NA NA NA NA NA 168 NA NA NA NA NA NA NA 606 NA NA NA NA NA NA NA 613 NA NA NA NA NA NA NA
1470520800.0 102.0 99 NA NA NA NA NA NA NA 167 NA NA NA NA NA NA NA 581 NA NA NA NA NA NA NA 588 NA NA NA NA NA NA NA
1470520800.0 103.0 52 76 353 NA NA NA NA NA 101 176 417 NA NA NA NA NA 2384 237 550 NA NA NA NA NA 1420 255 576 NA NA NA NA NA
1470520800.0 105.0 78 82 25 NA NA NA NA NA 164 203 58 NA NA NA NA NA 3511 405 2 NA NA NA NA NA 1308 279 5 NA NA NA NA NA
1470520800.0 106.0 37 0 0 NA NA NA NA NA 81 0 0 NA NA NA NA NA 413 140 309 NA NA NA NA NA 441 189 327 NA NA NA NA NA
1470520800.0 107.0 86 85 354 NA NA NA NA NA 155 205 454 NA NA NA NA NA 4684 333 542 NA NA NA NA NA 1503 228 449 NA NA NA NA NA
1470520800.0 108.0 89 95 360 NA NA NA NA NA 168 210 468 NA NA NA NA NA 7250 508 683 NA NA NA NA NA 2316 375 520 NA NA NA NA NA
1470520800.0 109.0 90 88 356 NA NA NA NA NA 166 216 452 NA NA NA NA NA 5511 365 596 NA NA NA NA NA 1795 300 459 NA NA NA NA NA
1470520800.0 11.0 NA 91 397 0 54 NA NA NA NA 218 479 0 96 NA NA NA NA 1523 843 360 41 NA NA NA NA 618 622 370 44 NA NA NA
1470520800.0 110.0 67 87 356 NA NA NA NA NA 111 206 454 NA NA NA NA NA 1087 389 580 NA NA NA NA NA 606 285 552 NA NA NA NA NA
1470520800.0 1102.0 NA 107 372 121 78 NA NA NA NA 212 463 207 145 NA NA NA NA 2213 3071 2154 240 NA NA NA NA 841 1219 853 186 NA NA NA
1470520800.0 111.0 78 84 353 NA NA NA NA NA 156 211 446 NA NA NA NA NA 2822 336 478 NA NA NA NA NA 1156 294 490 NA NA NA NA NA
1470520800.0 112.0 90 87 353 NA NA NA NA NA 159 207 446 NA NA NA NA NA 5697 347 594 NA NA NA NA NA 2148 249 531 NA NA NA NA NA
1470520800.0 113.0 88 84 351 NA NA NA NA NA 156 208 439 NA NA NA NA NA 4929 350 592 NA NA NA NA NA 1693 264 537 NA NA NA NA NA
1470520800.0 114.0 88 87 357 NA NA NA NA NA 175 204 440 NA NA NA NA NA 5088 403 525 NA NA NA NA NA 1637 302 434 NA NA NA NA NA
1470520800.0 115.0 88 85 364 NA NA NA NA NA 155 199 458 NA NA NA NA NA 5974 319 643 NA NA NA NA NA 1923 243 556 NA NA NA NA NA
1470520800.0 116.0 92 87 356 NA NA NA NA NA 159 205 448 NA NA NA NA NA 6176 461 718 NA NA NA NA NA 1874 319 569 NA NA NA NA NA
1470520800.0 117.0 87 86 359 NA NA NA NA NA 156 207 452 NA NA NA NA NA 6427 419 533 NA NA NA NA NA 2007 297 488 NA NA NA NA NA
1470520800.0 118.0 91 91 361 NA NA NA NA NA 168 215 441 NA NA NA NA NA 9584 451 791 NA NA NA NA NA 3333 325 594 NA NA NA NA NA
1470520800.0 119.0 90 88 356 NA NA NA NA NA 162 215 449 NA NA NA NA NA 5278 452 667 NA NA NA NA NA 1786 294 576 NA NA NA NA NA
