Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1471597200.0 1.0 47 62 119 NA NA NA NA NA 93 135 170 NA NA NA NA NA 2180 251 240 NA NA NA NA NA 2331 268 272 NA NA NA NA NA
1471597200.0 10.0 NA 88 197 0 NA NA NA NA NA 152 257 0 NA NA NA NA NA 1746 1811 500 NA NA NA NA NA 1796 1879 515 NA NA NA NA
1471597200.0 1000.0 NA 209 122 0 43 NA NA NA NA 272 182 0 77 NA NA NA NA 2472 569 519 150 NA NA NA NA 2536 612 530 187 NA NA NA
1471597200.0 1001.0 NA 183 175 0 0 0 0 0 NA 244 215 0 0 0 0 0 NA 2266 438 7 69 546 27 522 NA 2322 466 31 73 561 45 532
1471597200.0 1002.0 NA 206 58 NA NA NA NA NA NA 266 99 NA NA NA NA NA NA 1727 140 NA NA NA NA NA NA 1790 153 NA NA NA NA NA
1471597200.0 10021.0 NA 99 215 0 NA NA NA NA NA 176 281 0 NA NA NA NA NA 371 692 345 NA NA NA NA NA 823 845 361 NA NA NA NA
1471597200.0 10023.0 NA 103 213 0 NA NA NA NA NA 175 280 0 NA NA NA NA NA 438 689 421 NA NA NA NA NA 515 798 437 NA NA NA NA
1471597200.0 10024.0 NA 103 223 0 NA NA NA NA NA 176 281 0 NA NA NA NA NA 392 679 332 NA NA NA NA NA 805 882 380 NA NA NA NA
1471597200.0 10024.1 NA 104 139 0 NA NA NA NA NA 176 209 0 NA NA NA NA NA 374 400 267 NA NA NA NA NA 687 510 294 NA NA NA NA
1471597200.0 10024.2 NA 103 216 0 NA NA NA NA NA 176 306 0 NA NA NA NA NA 376 698 344 NA NA NA NA NA 449 907 368 NA NA NA NA
1471597200.0 10024.3 NA 102 136 0 NA NA NA NA NA 177 205 0 NA NA NA NA NA 476 488 301 NA NA NA NA NA 556 907 330 NA NA NA NA
1471597200.0 10024.4 NA 103 222 0 NA NA NA NA NA 176 281 0 NA NA NA NA NA 387 656 339 NA NA NA NA NA 1129 1019 359 NA NA NA NA
1471597200.0 10024.5 NA 103 132 0 NA NA NA NA NA 176 184 0 NA NA NA NA NA 377 379 245 NA NA NA NA NA 463 476 254 NA NA NA NA
1471597200.0 10025.0 NA 103 216 0 NA NA NA NA NA 176 281 0 NA NA NA NA NA 363 580 343 NA NA NA NA NA 936 813 377 NA NA NA NA
1471597200.0 10026.0 NA 104 228 0 NA NA NA NA NA 176 307 0 NA NA NA NA NA 399 817 328 NA NA NA NA NA 531 981 339 NA NA NA NA
1471597200.0 1003.0 NA 174 0 NA NA NA NA NA NA 235 0 NA NA NA NA NA NA 2509 280 NA NA NA NA NA NA 2773 293 NA NA NA NA NA
1471597200.0 1004.0 NA 180 139 0 0 0 0 NA NA 241 179 0 0 0 0 NA NA 433 206 5 56 394 393 NA NA 459 220 12 59 408 404 NA
1471597200.0 101.0 79 NA NA NA NA NA NA NA 138 NA NA NA NA NA NA NA 1157 NA NA NA NA NA NA NA 1234 NA NA NA NA NA NA NA
1471597200.0 102.0 81 NA NA NA NA NA NA NA 138 NA NA NA NA NA NA NA 795 NA NA NA NA NA NA NA 883 NA NA NA NA NA NA NA
1471597200.0 10224.0 NA 136 292 0 NA NA NA NA NA 205 386 0 NA NA NA NA NA 2191 3245 384 NA NA NA NA NA 6644 12622 437 NA NA NA NA
1471597200.0 10225.0 NA 137 293 0 NA NA NA NA NA 207 386 0 NA NA NA NA NA 2514 3162 328 NA NA NA NA NA 7650 6915 335 NA NA NA NA
1471597200.0 103.0 33 0 0 NA NA NA NA NA 75 0 0 NA NA NA NA NA 378 73 179 NA NA NA NA NA 404 108 204 NA NA NA NA NA
