Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1471251600.0 1.0 50 63 122 NA NA NA NA NA 93 134 170 NA NA NA NA NA 2899 304 286 NA NA NA NA NA 2949 323 310 NA NA NA NA NA
1471251600.0 1000.0 NA 208 123 0 46 NA NA NA NA 273 183 0 79 NA NA NA NA 1758 381 415 98 NA NA NA NA 2076 422 440 198 NA NA NA
1471251600.0 1001.0 NA 184 170 0 0 0 0 0 NA 245 216 0 0 0 0 0 NA 1548 346 5 46 408 17 412 NA 1614 380 16 52 414 23 416
1471251600.0 1002.0 NA 208 59 NA NA NA NA NA NA 273 98 NA NA NA NA NA NA 2077 146 NA NA NA NA NA NA 2137 159 NA NA NA NA NA
1471251600.0 10023.0 NA 100 209 0 NA NA NA NA NA 176 300 0 NA NA NA NA NA 326 520 305 NA NA NA NA NA 433 593 329 NA NA NA NA
1471251600.0 10024.0 NA 103 218 0 NA NA NA NA NA 176 301 0 NA NA NA NA NA 431 676 341 NA NA NA NA NA 914 1176 390 NA NA NA NA
1471251600.0 10024.1 NA 102 139 0 NA NA NA NA NA 177 187 0 NA NA NA NA NA 437 442 325 NA NA NA NA NA 492 788 334 NA NA NA NA
1471251600.0 10024.2 NA 103 220 0 NA NA NA NA NA 175 299 0 NA NA NA NA NA 455 789 428 NA NA NA NA NA 626 900 443 NA NA NA NA
1471251600.0 10024.3 NA 104 134 0 NA NA NA NA NA 177 182 0 NA NA NA NA NA 449 430 280 NA NA NA NA NA 514 485 290 NA NA NA NA
1471251600.0 10024.4 NA 104 220 0 NA NA NA NA NA 175 299 0 NA NA NA NA NA 447 777 430 NA NA NA NA NA 516 894 457 NA NA NA NA
1471251600.0 10024.5 NA 106 133 0 NA NA NA NA NA 179 205 0 NA NA NA NA NA 466 429 311 NA NA NA NA NA 1042 521 329 NA NA NA NA
1471251600.0 10026.0 NA 106 224 0 NA NA NA NA NA 175 300 0 NA NA NA NA NA 455 971 434 NA NA NA NA NA 528 1536 450 NA NA NA NA
1471251600.0 1003.0 NA 174 0 NA NA NA NA NA NA 235 0 NA NA NA NA NA NA 3038 351 NA NA NA NA NA NA 3092 381 NA NA NA NA NA
1471251600.0 1004.0 NA 180 139 0 0 0 0 NA NA 241 178 0 0 0 0 NA NA 533 198 6 61 511 485 NA NA 561 213 13 78 527 489 NA
1471251600.0 101.0 79 NA NA NA NA NA NA NA 138 NA NA NA NA NA NA NA 1222 NA NA NA NA NA NA NA 1320 NA NA NA NA NA NA NA
1471251600.0 102.0 80 NA NA NA NA NA NA NA 139 NA NA NA NA NA NA NA 825 NA NA NA NA NA NA NA 920 NA NA NA NA NA NA NA
1471251600.0 10224.0 NA 138 285 0 NA NA NA NA NA 206 382 0 NA NA NA NA NA 2477 3598 483 NA NA NA NA NA 7402 10870 540 NA NA NA NA
1471251600.0 10225.0 NA 138 293 0 NA NA NA NA NA 209 387 0 NA NA NA NA NA 2590 2878 288 NA NA NA NA NA 10069 9514 295 NA NA NA NA
