Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1471125600.0 1.0 51 141 119 NA NA 88 183 168 NA NA 2375 700 699 NA NA 2422 826 780 NA NA
1471125600.0 10.0 NA 157 172 0 NA NA 218 225 0 NA NA 2315 3333 849 NA NA 2435 3427 876 NA
1471125600.0 1000.0 NA 176 88 0 35 NA 241 137 0 65 NA 3806 640 670 164 NA 3963 799 742 230
1471125600.0 1001.0 NA 167 41 0 NA NA 218 63 0 NA NA 2518 42 43 NA NA 2605 57 70 NA
1471125600.0 1002.0 NA 168 51 NA NA NA 222 83 NA NA NA 3187 199 NA NA NA 3311 223 NA NA
1471125600.0 1003.0 NA 168 0 NA NA NA 233 0 NA NA NA 5792 669 NA NA NA 5946 720 NA NA
1471125600.0 101.0 87 NA NA NA NA 125 NA NA NA NA 864 NA NA NA NA 930 NA NA NA NA
1471125600.0 102.0 89 NA NA NA NA 124 NA NA NA NA 688 NA NA NA NA 729 NA NA NA NA
1471125600.0 103.0 50 152 170 NA NA 86 202 220 NA NA 1149 610 620 NA NA 1197 719 675 NA NA
1471125600.0 106.0 46 0 0 NA NA 78 0 0 NA NA 727 544 357 NA NA 757 637 392 NA NA
1471125600.0 107.0 52 152 174 NA NA 89 203 222 NA NA 3790 691 912 NA NA 3901 835 1450 NA NA
1471125600.0 108.0 52 152 171 NA NA 88 204 222 NA NA 5155 908 988 NA NA 5243 1075 1074 NA NA
1471125600.0 109.0 51 152 171 NA NA 87 203 222 NA NA 3773 793 1012 NA NA 3863 943 1101 NA NA
1471125600.0 11.0 NA 150 178 0 47 NA 211 229 0 75 NA 2163 2740 1497 67 NA 2281 2921 1550 83
1471125600.0 110.0 47 150 171 NA NA 82 200 218 NA NA 1069 628 549 NA NA 1100 687 596 NA NA
1471125600.0 1102.0 NA 156 177 110 60 NA 218 227 153 97 NA 2563 3386 1859 145 NA 2682 3454 1895 166
1471125600.0 111.0 50 152 171 NA NA 88 203 221 NA NA 3181 676 791 NA NA 3241 756 869 NA NA
1471125600.0 112.0 52 152 175 NA NA 89 204 222 NA NA 3888 777 808 NA NA 4014 932 1295 NA NA
1471125600.0 113.0 53 152 173 NA NA 90 204 222 NA NA 3653 758 902 NA NA 3786 950 1424 NA NA
1471125600.0 114.0 52 150 170 NA NA 89 204 221 NA NA 4283 805 930 NA NA 4377 930 1000 NA NA
1471125600.0 115.0 53 152 171 NA NA 91 204 222 NA NA 5587 828 969 NA NA 5686 939 1069 NA NA
1471125600.0 116.0 53 152 170 NA NA 90 205 222 NA NA 5447 928 976 NA NA 5509 1089 1073 NA NA
1471125600.0 117.0 53 156 173 NA NA 91 205 224 NA NA 5565 582 827 NA NA 5816 629 876 NA NA
1471125600.0 118.0 53 154 174 NA NA 92 206 222 NA NA 6022 800 838 NA NA 6104 901 899 NA NA
1471125600.0 119.0 53 151 172 NA NA 88 203 222 NA NA 3619 669 919 NA NA 3722 731 1378 NA NA
1471125600.0 12.0 NA 156 173 0 NA NA 217 224 0 NA NA 2834 4833 1432 NA NA 3958 4939 1491 NA
1471125600.0 120.0 47 147 167 NA NA 76 200 218 NA NA 780 838 804 NA NA 808 1035 880 NA NA
1471125600.0 1200.0 75 184 0 NA NA 121 231 0 NA NA 330 1015 163 NA NA 370 1107 180 NA NA
1471125600.0 1201.0 213 NA NA NA NA 275 NA NA NA NA 1304 NA NA NA NA 1426 NA NA NA NA
1471125600.0 121.0 54 153 175 NA NA 91 206 224 NA NA 7378 829 1107 NA NA 7553 938 1179 NA NA
1471125600.0 122.0 50 151 175 NA NA 88 202 221 NA NA 1700 572 420 NA NA 1738 617 450 NA NA
1471125600.0 123.1 214 NA NA NA NA 273 NA NA NA NA 956 NA NA NA NA 1038 NA NA NA NA
