Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1470520800.0 1.0 50 139 118 NA NA 88 183 168 NA NA 1480 445 488 NA NA 1792 584 699 NA NA
1470520800.0 10.0 NA 158 172 0 NA NA 218 225 0 NA NA 3244 4851 1301 NA NA 3457 5068 1323 NA
1470520800.0 1000.0 NA 176 88 0 36 NA 241 135 0 65 NA 2508 427 415 121 NA 2708 546 520 214
1470520800.0 1001.0 NA 166 41 0 NA NA 218 63 0 NA NA 1740 30 29 NA NA 1864 46 47 NA
1470520800.0 1002.0 NA 168 50 NA NA NA 222 83 NA NA NA 2156 138 NA NA NA 2562 169 NA NA
1470520800.0 1003.0 NA 169 0 NA NA NA 233 0 NA NA NA 3861 436 NA NA NA 4079 505 NA NA
1470520800.0 101.0 88 NA NA NA NA 125 NA NA NA NA 711 NA NA NA NA 771 NA NA NA NA
1470520800.0 102.0 86 NA NA NA NA 124 NA NA NA NA 1038 NA NA NA NA 1069 NA NA NA NA
1470520800.0 103.0 50 154 170 NA NA 86 202 220 NA NA 713 373 425 NA NA 800 617 570 NA NA
1470520800.0 105.0 50 150 36 NA NA 88 201 64 NA NA 1544 532 26 NA NA 1861 775 49 NA NA
1470520800.0 106.0 46 0 0 NA NA 78 0 0 NA NA 475 337 217 NA NA 622 417 241 NA NA
1470520800.0 107.0 52 156 172 NA NA 89 203 222 NA NA 3385 613 677 NA NA 3598 739 896 NA NA
1470520800.0 108.0 50 158 178 NA NA 88 203 222 NA NA 4306 462 561 NA NA 4343 489 593 NA NA
1470520800.0 109.0 50 152 170 NA NA 87 203 222 NA NA 2298 505 647 NA NA 2379 636 728 NA NA
1470520800.0 11.0 NA 153 176 0 48 NA 211 229 0 75 NA 1571 2008 1066 50 NA 1856 2154 1163 144
1470520800.0 110.0 47 150 171 NA NA 82 200 218 NA NA 728 468 473 NA NA 903 544 567 NA NA
1470520800.0 1102.0 NA 163 175 116 61 NA 216 227 153 97 NA 2314 3248 1702 133 NA 2395 3297 1737 151
1470520800.0 111.0 51 151 169 NA NA 88 203 221 NA NA 1672 451 561 NA NA 2034 648 703 NA NA
1470520800.0 112.0 52 151 172 NA NA 89 204 222 NA NA 3324 614 654 NA NA 3509 749 883 NA NA
1470520800.0 113.0 53 152 171 NA NA 90 204 222 NA NA 3140 666 677 NA NA 3349 871 860 NA NA
1470520800.0 114.0 53 151 170 NA NA 89 204 221 NA NA 3230 560 609 NA NA 3274 662 680 NA NA
1470520800.0 115.0 53 151 170 NA NA 91 204 222 NA NA 3600 562 629 NA NA 3695 666 701 NA NA
1470520800.0 116.0 53 152 169 NA NA 91 205 222 NA NA 3596 566 660 NA NA 3660 669 723 NA NA
1470520800.0 117.0 54 152 172 NA NA 91 205 224 NA NA 7759 924 1274 NA NA 7896 1039 1415 NA NA
1470520800.0 118.0 54 152 172 NA NA 91 206 223 NA NA 3910 579 686 NA NA 3997 700 782 NA NA
1470520800.0 119.0 52 153 172 NA NA 88 203 222 NA NA 3160 624 694 NA NA 3390 763 884 NA NA
1470520800.0 12.0 NA 155 172 0 NA NA 217 224 0 NA NA 1966 2869 705 NA NA 2142 3119 736 NA
1470520800.0 120.0 46 150 168 NA NA 76 200 218 NA NA 519 403 374 NA NA 574 468 400 NA NA
1470520800.0 1200.0 74 185 0 NA NA 121 231 0 NA NA 220 661 87 NA NA 291 783 100 NA NA
1470520800.0 1201.0 212 NA NA NA NA 275 NA NA NA NA 865 NA NA NA NA 1021 NA NA NA NA
1470520800.0 121.0 54 160 187 NA NA 91 206 224 NA NA 5800 485 606 NA NA 5853 514 641 NA NA
1470520800.0 122.0 50 156 174 NA NA 88 202 221 NA NA 1025 390 324 NA NA 1253 483 356 NA NA
1470520800.0 123.1 210 NA NA NA NA 273 NA NA NA NA 771 NA NA NA NA 895 NA NA NA NA
1470520800.0 123.2 214 NA NA NA NA 276 NA NA NA NA 975 NA NA NA NA 1089 NA NA NA NA
