Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1471813200.0 1000.0 NA 214 117 0 46 NA 279 178 0 79 NA 3463 483 471 143 NA 3514 547 489 201
1471813200.0 107.0 53 86 188 NA NA 99 157 250 NA NA 5735 434 505 NA NA 5842 505 543 NA NA
1471813200.0 108.0 54 78 193 NA NA 101 146 249 NA NA 7436 440 644 NA NA 7873 482 743 NA NA
1471813200.0 109.0 57 89 191 NA NA 101 146 249 NA NA 10015 465 874 NA NA 10200 494 924 NA NA
1471813200.0 1102.0 NA 83 194 114 66 NA 148 257 172 112 NA 2304 3189 3006 224 NA 2364 3942 3143 252
1471813200.0 112.0 54 79 191 NA NA 100 147 250 NA NA 6151 457 512 NA NA 6226 489 554 NA NA
1471813200.0 113.0 55 76 187 NA NA 100 147 250 NA NA 6154 399 533 NA NA 6265 423 595 NA NA
1471813200.0 114.0 54 78 189 NA NA 100 147 250 NA NA 5463 434 576 NA NA 5558 498 650 NA NA
1471813200.0 115.0 56 82 189 NA NA 101 157 250 NA NA 7465 478 560 NA NA 7583 540 606 NA NA
1471813200.0 116.0 57 78 190 NA NA 101 147 250 NA NA 6625 457 578 NA NA 6711 538 619 NA NA
1471813200.0 117.0 56 79 192 NA NA 100 146 249 NA NA 9448 523 725 NA NA 9682 581 852 NA NA
1471813200.0 118.0 56 81 190 NA NA 101 147 250 NA NA 6276 440 692 NA NA 6392 479 738 NA NA
1471813200.0 119.0 56 85 190 NA NA 100 147 250 NA NA 5682 407 517 NA NA 5826 430 579 NA NA
1471813200.0 12.0 NA 80 190 0 NA NA 149 251 0 NA NA 2046 2498 666 NA NA 2279 2821 688 NA
1471813200.0 121.0 52 78 191 NA NA 100 146 249 NA NA 9438 474 752 NA NA 9920 572 789 NA NA
1471813200.0 1301.0 59 144 175 NA NA 105 201 230 NA NA 2189 519 1833 NA NA 2302 640 2268 NA NA
1471813200.0 1302.0 63 142 179 NA NA 110 201 234 NA NA 11960 1036 1927 NA NA 18079 2491 2038 NA NA
1471813200.0 134.701 NA 41 234 0 NA NA 85 301 0 NA NA 161 5367 500 NA NA 280 5642 530 NA
1471813200.0 134.705 NA 38 233 0 NA NA 86 311 0 NA NA 177 7858 542 NA NA 230 8300 562 NA
1471813200.0 134.707 NA 39 215 0 NA NA 85 296 0 NA NA 169 7125 517 NA NA 214 8133 558 NA
1471813200.0 134.708 NA 37 216 0 NA NA 83 296 0 NA NA 169 6645 528 NA NA 252 7573 549 NA
1471813200.0 134.71 NA 32 225 0 NA NA 79 294 0 NA NA 161 4639 485 NA NA 180 4778 503 NA
1471813200.0 134.801 NA 44 229 0 NA NA 84 298 0 NA NA 164 5184 511 NA NA 184 5747 531 NA
1471813200.0 134.803 NA 43 227 0 NA NA 86 304 0 NA NA 233 8846 556 NA NA 299 9164 576 NA
1471813200.0 134.805 NA 37 232 0 NA NA 87 320 0 NA NA 215 9245 565 NA NA 249 9696 591 NA
1471813200.0 134.806 NA 40 238 0 NA NA 85 313 0 NA NA 357 14737 716 NA NA 414 23168 755 NA
1471813200.0 134.81 NA 35 223 0 NA NA 84 296 0 NA NA 212 8864 546 NA NA 260 9219 572 NA
1471813200.0 134.812 NA 35 225 0 NA NA 83 294 0 NA NA 169 5172 451 NA NA 201 5488 462 NA
1471813200.0 134.901 NA 37 228 0 NA NA 84 290 0 NA NA 173 5213 500 NA NA 213 5836 518 NA
1471813200.0 134.902 NA 38 221 0 NA NA 87 296 0 NA NA 191 6928 503 NA NA 291 7284 519 NA
1471813200.0 134.903 NA 43 230 0 NA NA 88 290 0 NA NA 181 6099 522 NA NA 235 6595 540 NA
1471813200.0 134.904 NA 44 231 0 NA NA 85 292 0 NA NA 218 8240 562 NA NA 246 8785 585 NA
1471813200.0 134.905 NA 45 225 0 NA NA 85 293 0 NA NA 203 6366 644 NA NA 231 6648 663 NA
1471813200.0 134.906 NA 37 213 0 NA NA 85 296 0 NA NA 189 7150 551 NA NA 231 8144 569 NA
1471813200.0 134.907 NA 78 245 0 NA NA 145 308 0 NA NA 559 6898 536 NA NA 611 7315 554 NA
