Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1471856400.0 1000.0 NA 213 119 0 43 NA 279 179 0 79 NA 3826 530 523 124 NA 3884 585 543 171
1471856400.0 107.0 54 76 188 NA NA 99 157 250 NA NA 6475 447 515 NA NA 6711 475 550 NA NA
1471856400.0 108.0 57 85 194 NA NA 102 147 250 NA NA 5111 299 429 NA NA 5249 406 477 NA NA
1471856400.0 109.0 57 81 191 NA NA 102 147 250 NA NA 5858 281 448 NA NA 6009 305 476 NA NA
1471856400.0 1102.0 NA 80 198 115 75 NA 149 258 169 113 NA 1600 2108 2192 172 NA 1660 3163 2626 187
1471856400.0 112.0 54 85 190 NA NA 100 147 250 NA NA 7163 407 532 NA NA 7426 432 573 NA NA
1471856400.0 113.0 55 78 185 NA NA 100 147 250 NA NA 6912 381 520 NA NA 7238 455 577 NA NA
1471856400.0 115.0 54 80 191 NA NA 101 147 250 NA NA 8396 409 530 NA NA 8818 503 601 NA NA
1471856400.0 116.0 57 84 191 NA NA 101 157 250 NA NA 7725 379 580 NA NA 8067 420 626 NA NA
1471856400.0 117.0 56 85 193 NA NA 101 147 250 NA NA 5864 280 415 NA NA 6418 339 445 NA NA
1471856400.0 118.0 57 81 194 NA NA 101 147 250 NA NA 7053 417 609 NA NA 7324 626 644 NA NA
1471856400.0 119.0 56 78 192 NA NA 100 147 250 NA NA 6662 397 533 NA NA 6983 450 564 NA NA
1471856400.0 121.0 55 79 195 NA NA 101 147 250 NA NA 6374 284 424 NA NA 6596 334 470 NA NA
1471856400.0 125.0 55 78 185 NA NA 101 147 250 NA NA 6294 271 367 NA NA 6408 296 547 NA NA
1471856400.0 133.0 52 81 192 NA NA 103 147 250 NA NA 6141 287 465 NA NA 7436 374 499 NA NA
1471856400.0 134.701 NA 35 237 0 NA NA 85 301 0 NA NA 151 5145 507 NA NA 264 5327 525 NA
1471856400.0 134.705 NA 37 230 0 NA NA 87 312 0 NA NA 128 5189 360 NA NA 190 6215 385 NA
1471856400.0 134.707 NA 46 221 0 NA NA 86 301 0 NA NA 121 4734 337 NA NA 145 5597 355 NA
1471856400.0 134.708 NA 45 225 0 NA NA 84 297 0 NA NA 120 4508 344 NA NA 216 5418 357 NA
1471856400.0 134.71 NA 33 222 0 NA NA 79 289 0 NA NA 135 4553 531 NA NA 153 5300 555 NA
1471856400.0 134.801 NA 37 228 0 NA NA 84 298 0 NA NA 151 4937 500 NA NA 177 5529 517 NA
1471856400.0 134.803 NA 34 229 0 NA NA 87 309 0 NA NA 151 5540 323 NA NA 224 5770 350 NA
1471856400.0 134.805 NA 37 236 0 NA NA 88 321 0 NA NA 154 6016 336 NA NA 206 6291 351 NA
