Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1471770000.0 10224.0 NA 203 582 0 NA NA 336 781 0 NA NA 2382 4011 241 NA NA 2282 2916 268 NA
1471770000.0 10225.0 NA 225 630 0 NA NA 375 833 0 NA NA 2089 3952 241 NA NA 1468 2695 249 NA
1471770000.0 10426.0 121 101 279 0 NA 188 165 345 0 NA 14916 1524 1672 469 NA 6263 1115 1225 481 NA
1471770000.0 10826.0 127 111 274 0 NA 196 177 336 0 NA 15444 1715 1688 473 NA 6524 1262 1177 482 NA
1471770000.0 11221.0 94 575 96 NA NA 141 629 152 NA NA 7034 2134 831 NA NA 2834 1304 827 NA NA
1471770000.0 11224.0 131 581 105 NA NA 196 639 167 NA NA 12700 2253 920 NA NA 4679 1412 930 NA NA
1471770000.0 1302.0 95 192 201 NA NA 171 297 263 NA NA 12581 1077 1083 NA NA 4466 731 833 NA NA
1471770000.0 1303.0 88 191 191 NA NA 156 297 269 NA NA 19017 865 1442 NA NA 6693 646 1166 NA NA
1471770000.0 1306.0 NA 192 457 0 NA NA 306 549 0 NA NA 866 1574 1258 NA NA 656 1534 1276 NA
1471770000.0 1311.0 NA 179 449 0 70 NA 311 541 0 106 NA 572 1106 1001 134 NA 479 1079 1012 178
1471770000.0 1312.0 NA 207 453 0 NA NA 331 549 0 NA NA 793 1315 934 NA NA 588 1090 954 NA
1471770000.0 1313.0 NA 213 461 0 NA NA 342 550 0 NA NA 739 2171 912 NA NA 573 1258 924 NA
1471770000.0 1315.0 NA 185 442 0 NA NA 290 540 0 NA NA 624 1089 877 NA NA 528 1374 892 NA
1471770000.0 1316.0 NA 187 442 0 NA NA 333 540 0 NA NA 667 1129 935 NA NA 526 1061 949 NA
1471770000.0 1317.0 NA 198 456 0 NA NA 293 547 0 NA NA 921 1680 1212 NA NA 818 2196 1255 NA
1471770000.0 1318.0 NA 186 446 0 NA NA 324 542 0 NA NA 921 1517 1229 NA NA 1009 1479 1244 NA
1471770000.0 1320.0 NA 196 441 0 NA NA 308 540 0 NA NA 907 1705 1232 NA NA 882 1559 1250 NA
1471770000.0 1324.0 NA 208 455 0 NA NA 340 549 0 NA NA 736 1602 988 NA NA 514 1235 999 NA
1471770000.0 1325.0 NA 200 459 0 80 NA 327 551 0 119 NA 754 1475 1019 178 NA 550 1161 1038 229
1471770000.0 1326.0 NA 200 447 0 NA NA 337 545 0 NA NA 671 1306 965 NA NA 797 1166 1056 NA
1471770000.0 1328.0 NA 197 447 0 NA NA 329 553 0 NA NA 733 1255 1020 NA NA 552 1100 1031 NA
1471770000.0 1330.0 NA 199 468 0 NA NA 296 536 0 NA NA 969 1901 1297 NA NA 754 2086 1320 NA
1471770000.0 1331.0 NA 199 442 0 NA NA 327 543 0 NA NA 651 1238 938 NA NA 773 1144 1032 NA
1471770000.0 1333.0 NA 192 443 0 NA NA 320 542 0 NA NA 662 1226 1021 NA NA 520 1118 1034 NA
1471770000.0 1334.0 NA 207 449 0 NA NA 311 545 0 NA NA 796 1225 1029 NA NA 600 1053 1040 NA
1471770000.0 1335.0 NA 200 455 0 NA NA 347 528 0 NA NA 990 1794 1289 NA NA 892 1611 1303 NA
1471770000.0 134.804 NA 37 397 0 NA NA 96 480 0 NA NA 347 13224 491 NA NA 361 4697 515 NA
1471770000.0 134.807 NA 93 404 0 NA NA 161 508 0 NA NA 7491 14461 598 NA NA 2993 5392 613 NA
1471770000.0 134.808 NA 89 403 0 NA NA 159 501 0 NA NA 2296 14092 560 NA NA 1307 5198 582 NA
1471770000.0 134.907 NA 82 386 0 NA NA 155 483 0 NA NA 1055 10202 522 NA NA 816 3763 537 NA
1471770000.0 1340.0 NA 189 444 0 NA NA 294 541 0 NA NA 611 1138 1030 NA NA 489 1070 1042 NA
1471770000.0 1341.0 NA 215 459 0 NA NA 344 557 0 NA NA 867 1680 939 NA NA 585 1153 951 NA
1471770000.0 1343.0 NA 204 463 0 NA NA 322 556 0 NA NA 1121 2150 1288 NA NA 788 1919 1311 NA
1471770000.0 1344.0 NA 202 454 0 NA NA 332 543 0 NA NA 1093 2026 1266 NA NA 858 2445 1298 NA
1471770000.0 1345.0 NA 196 454 0 NA NA 336 537 0 NA NA 708 1318 947 NA NA 516 1145 962 NA
1471770000.0 1349.0 NA 189 444 0 NA NA 317 546 0 NA NA 656 1270 963 NA NA 515 1140 974 NA
1471770000.0 135.11 433 0 117 NA NA 557 0 163 NA NA 2809 432 558 NA NA 2013 444 443 NA NA
1471770000.0 135.2 371 0 112 NA NA 469 0 155 NA NA 1370 376 317 NA NA 1059 387 350 NA NA
1471770000.0 135.3 370 0 109 NA NA 479 0 151 NA NA 972 262 218 NA NA 781 272 260 NA NA
