Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4
1470776400.0 117.0 50 72 196 NA 97 142 254 NA 5616 285 387 NA 5759 302 422 NA
1470776400.0 134.908 NA 0 NA NA NA 0 NA NA NA 0 NA NA NA 0 NA NA
1470776400.0 19.0 NA 77 191 0 NA 151 255 0 NA 3480 1227 749 NA 3518 1260 761
1470776400.0 25403.0 269 0 104 NA 370 0 160 NA 5547 552 518 NA 7059 588 830 NA
1470776400.0 4.55 NA 41 222 0 NA 79 275 0 NA 269 13513 684 NA 324 13653 700
1470776400.0 43.0 NA 91 NA NA NA 151 NA NA NA 1659 NA NA NA 1766 NA NA
1470776400.0 509.0 34 0 NA NA 63 0 NA NA 34 9 NA NA 41 14 NA NA
1470776400.0 527.0 14 28 0 NA 132 67 0 NA 10 65 14 NA 3279 78 19 NA
