Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1470430800.0 1.0 47 72 121 NA NA NA NA NA 93 135 171 NA NA NA NA NA 3888 556 466 NA NA NA NA NA 4137 596 505 NA NA NA NA NA
1470430800.0 10.0 NA 83 197 0 NA NA NA NA NA 157 259 0 NA NA NA NA NA 2185 1819 384 NA NA NA NA NA 2279 1847 392 NA NA NA NA
1470430800.0 1000.0 NA 212 127 0 42 NA NA NA NA 273 183 0 78 NA NA NA NA 3767 943 728 212 NA NA NA NA 3885 1111 832 383 NA NA NA
1470430800.0 1001.0 NA 195 175 0 0 0 0 0 NA 245 216 0 0 0 0 0 NA 3146 958 10 90 906 48 1138 NA 3447 1011 16 93 920 61 1158
1470430800.0 1002.0 NA 206 67 NA NA NA NA NA NA 277 99 NA NA NA NA NA NA 3808 258 NA NA NA NA NA NA 3960 287 NA NA NA NA NA
1470430800.0 10021.0 NA 108 217 0 NA NA NA NA NA 175 310 0 NA NA NA NA NA 736 1750 626 NA NA NA NA NA 844 2281 671 NA NA NA NA
1470430800.0 10023.0 NA 104 216 0 NA NA NA NA NA 176 310 0 NA NA NA NA NA 646 1207 593 NA NA NA NA NA 749 1632 653 NA NA NA NA
1470430800.0 10024.0 NA 103 215 0 NA NA NA NA NA 176 310 0 NA NA NA NA NA 1009 1684 681 NA NA NA NA NA 1313 2494 710 NA NA NA NA
1470430800.0 10024.1 NA 104 149 0 NA NA NA NA NA 176 212 0 NA NA NA NA NA 1008 652 449 NA NA NA NA NA 1141 713 455 NA NA NA NA
1470430800.0 10024.2 NA 103 218 0 NA NA NA NA NA 176 310 0 NA NA NA NA NA 906 1556 655 NA NA NA NA NA 1611 1831 679 NA NA NA NA
1470430800.0 10024.3 NA 102 138 0 NA NA NA NA NA 176 208 0 NA NA NA NA NA 804 775 416 NA NA NA NA NA 947 877 426 NA NA NA NA
1470430800.0 10024.4 NA 104 218 0 NA NA NA NA NA 176 309 0 NA NA NA NA NA 792 1360 817 NA NA NA NA NA 1085 1579 876 NA NA NA NA
1470430800.0 10024.5 NA 103 140 0 NA NA NA NA NA 176 208 0 NA NA NA NA NA 824 744 480 NA NA NA NA NA 1666 1301 496 NA NA NA NA
1470430800.0 10025.0 NA 108 223 0 NA NA NA NA NA 176 311 0 NA NA NA NA NA 771 1412 652 NA NA NA NA NA 943 1941 699 NA NA NA NA
