Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1471424400.0 1.0 49 70 116 NA NA NA NA 94 143 166 NA NA NA NA 1481 295 279 NA NA NA NA 1574 319 301 NA NA NA NA
1471424400.0 10.0 NA 67 164 0 NA NA NA NA 140 223 0 NA NA NA NA 2053 2414 583 NA NA NA NA 2239 2476 625 NA NA NA
1471424400.0 1000.0 NA 168 102 0 34 NA NA NA 230 152 0 67 NA NA NA 2392 591 648 91 NA NA NA 2535 726 679 162 NA NA
1471424400.0 1001.0 NA 158 110 0 0 0 0 NA 215 141 0 0 0 0 NA 1647 186 50 52 128 41 NA 1694 221 62 63 133 47
1471424400.0 1002.0 NA 180 55 NA NA NA NA NA 244 93 NA NA NA NA NA 1886 162 NA NA NA NA NA 1933 191 NA NA NA NA
1471424400.0 1003.0 NA 152 0 NA NA NA NA NA 215 0 NA NA NA NA NA 2506 521 NA NA NA NA NA 2569 535 NA NA NA NA
1471424400.0 1004.0 NA 162 86 0 0 0 NA NA 222 123 0 0 0 NA NA 479 121 50 51 164 NA NA 1253 379 204 83 205 NA
1471424400.0 101.0 78 NA NA NA NA NA NA 134 NA NA NA NA NA NA 1173 NA NA NA NA NA NA 1258 NA NA NA NA NA NA
1471424400.0 102.0 78 NA NA NA NA NA NA 135 NA NA NA NA NA NA 843 NA NA NA NA NA NA 889 NA NA NA NA NA NA
1471424400.0 103.0 46 75 167 NA NA NA NA 89 143 222 NA NA NA NA 656 193 371 NA NA NA NA 769 247 496 NA NA NA NA
1471424400.0 105.0 49 80 21 NA NA NA NA 94 143 52 NA NA NA NA 1492 297 3 NA NA NA NA 1695 414 57 NA NA NA NA
