Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1471125600.0 1.0 52 81 111 NA NA NA NA 95 142 167 NA NA NA NA 1246 282 312 NA NA NA NA 1525 1398 2218 NA NA NA NA
1471125600.0 10.0 NA 72 177 0 NA NA NA NA 140 229 0 NA NA NA NA 1667 2013 576 NA NA NA NA 1766 2062 591 NA NA NA
1471125600.0 1000.0 NA 173 98 0 28 NA NA NA 240 154 0 66 NA NA NA 2551 584 667 120 NA NA NA 2674 726 704 198 NA NA
1471125600.0 1001.0 NA 166 167 0 0 0 0 NA 219 201 0 0 0 0 NA 1521 288 48 47 443 39 NA 1570 525 61 54 452 51
1471125600.0 1002.0 NA 183 54 NA NA NA NA NA 247 92 NA NA NA NA NA 1592 145 NA NA NA NA NA 2338 344 NA NA NA NA
1471125600.0 1003.0 NA 156 0 NA NA NA NA NA 221 0 NA NA NA NA NA 2212 378 NA NA NA NA NA 4687 2911 NA NA NA NA
1471125600.0 101.0 78 NA NA NA NA NA NA 136 NA NA NA NA NA NA 1181 NA NA NA NA NA NA 1247 NA NA NA NA NA NA
1471125600.0 102.0 79 NA NA NA NA NA NA 136 NA NA NA NA NA NA 842 NA NA NA NA NA NA 900 NA NA NA NA NA NA
1471125600.0 103.0 47 72 168 NA NA NA NA 90 142 226 NA NA NA NA 588 177 362 NA NA NA NA 703 327 400 NA NA NA NA
1471125600.0 105.0 51 72 23 NA NA NA NA 95 143 52 NA NA NA NA 1304 288 3 NA NA NA NA 1418 305 6 NA NA NA NA
1471125600.0 106.0 35 0 0 NA NA NA NA 76 0 0 NA NA NA NA 444 107 195 NA NA NA NA 461 149 209 NA NA NA NA
1471125600.0 107.0 51 75 170 NA NA NA NA 96 143 226 NA NA NA NA 2307 314 448 NA NA NA NA 2461 608 493 NA NA NA NA
1471125600.0 108.0 52 84 171 NA NA NA NA 100 144 228 NA NA NA NA 3985 345 616 NA NA NA NA 4051 363 644 NA NA NA NA
1471125600.0 109.0 55 75 172 NA NA NA NA 100 144 228 NA NA NA NA 4783 352 642 NA NA NA NA 4900 414 673 NA NA NA NA
1471125600.0 11.0 NA 64 178 0 46 NA NA NA 139 236 0 75 NA NA NA 1318 779 529 37 NA NA NA 1347 1159 545 240 NA NA
1471125600.0 110.0 45 71 169 NA NA NA NA 83 142 226 NA NA NA NA 496 281 380 NA NA NA NA 823 444 526 NA NA NA NA
1471125600.0 1102.0 NA 66 172 98 57 NA NA NA 139 230 154 100 NA NA NA 1872 2803 1691 166 NA NA NA 1940 2971 1769 181 NA NA
1471125600.0 111.0 53 83 171 NA NA NA NA 96 143 226 NA NA NA NA 1391 218 410 NA NA NA NA 1733 305 1921 NA NA NA NA
1471125600.0 112.0 52 80 170 NA NA NA NA 97 143 226 NA NA NA NA 2083 297 444 NA NA NA NA 4888 487 2187 NA NA NA NA
1471125600.0 113.0 54 82 172 NA NA NA NA 97 143 226 NA NA NA NA 2182 295 433 NA NA NA NA 2854 2155 1317 NA NA NA NA
1471125600.0 114.0 53 83 171 NA NA NA NA 97 143 226 NA NA NA NA 2078 295 448 NA NA NA NA 2235 608 1022 NA NA NA NA
1471125600.0 115.0 54 75 176 NA NA NA NA 99 144 227 NA NA NA NA 4284 450 433 NA NA NA NA 4663 541 456 NA NA NA NA
1471125600.0 116.0 53 74 168 NA NA NA NA 99 144 227 NA NA NA NA 4532 491 725 NA NA NA NA 4860 548 766 NA NA NA NA
1471125600.0 117.0 55 74 171 NA NA NA NA 99 144 228 NA NA NA NA 4884 348 621 NA NA NA NA 4996 412 661 NA NA NA NA
1471125600.0 118.0 53 74 171 NA NA NA NA 99 144 227 NA NA NA NA 4966 482 729 NA NA NA NA 5370 522 766 NA NA NA NA
1471125600.0 119.0 51 82 170 NA NA NA NA 96 143 226 NA NA NA NA 2135 295 431 NA NA NA NA 2408 416 2948 NA NA NA NA
1471125600.0 12.0 NA 67 175 0 NA NA NA NA 140 228 0 NA NA NA NA 2313 2960 768 NA NA NA NA 2398 3077 793 NA NA NA
1471125600.0 120.0 45 69 167 NA NA NA NA 87 142 226 NA NA NA NA 446 271 383 NA NA NA NA 521 302 424 NA NA NA NA
1471125600.0 121.0 56 76 177 NA NA NA NA 100 144 227 NA NA NA NA 4478 371 605 NA NA NA NA 4660 427 628 NA NA NA NA
1471125600.0 122.0 50 75 172 NA NA NA NA 95 143 226 NA NA NA NA 908 203 365 NA NA NA NA 1019 219 427 NA NA NA NA
1471125600.0 123.1 152 NA NA NA NA NA NA 213 NA NA NA NA NA NA 648 NA NA NA NA NA NA 808 NA NA NA NA NA NA
1471125600.0 123.2 153 NA NA NA NA NA NA 215 NA NA NA NA NA NA 760 NA NA NA NA NA NA 882 NA NA NA NA NA NA
1471125600.0 123.3 141 NA NA NA NA NA NA 203 NA NA NA NA NA NA 510 NA NA NA NA NA NA 628 NA NA NA NA NA NA
1471125600.0 124.1 147 NA NA NA NA NA NA 205 NA NA NA NA NA NA 518 NA NA NA NA NA NA 641 NA NA NA NA NA NA
1471125600.0 124.2 153 NA NA NA NA NA NA 213 NA NA NA NA NA NA 591 NA NA NA NA NA NA 754 NA NA NA NA NA NA
1471125600.0 124.4 148 NA NA NA NA NA NA 205 NA NA NA NA NA NA 497 NA NA NA NA NA NA 621 NA NA NA NA NA NA
1471125600.0 124.6 141 NA NA NA NA NA NA 203 NA NA NA NA NA NA 507 NA NA NA NA NA NA 634 NA NA NA NA NA NA
1471125600.0 125.0 53 75 177 NA NA NA NA 99 144 227 NA NA NA NA 4263 457 427 NA NA NA NA 4637 532 448 NA NA NA NA
1471125600.0 126.0 44 70 166 NA NA NA NA 88 142 226 NA NA NA NA 782 284 404 NA NA NA NA 840 2015 2011 NA NA NA NA
1471125600.0 127.0 52 79 168 NA NA NA NA 83 142 226 NA NA NA NA 853 247 373 NA NA NA NA 1730 776 582 NA NA NA NA
1471125600.0 128.0 43 74 167 NA NA NA NA 82 142 226 NA NA NA NA 429 273 376 NA NA NA NA 479 345 403 NA NA NA NA
1471125600.0 129.0 44 78 167 NA NA NA NA 86 142 226 NA NA NA NA 440 270 380 NA NA NA NA 508 418 686 NA NA NA NA
1471125600.0 13.0 NA 71 180 0 NA NA NA NA 139 226 0 NA NA NA NA 210 697 413 NA NA NA NA 3432 1265 476 NA NA NA
1471125600.0 130.0 52 70 167 NA NA NA NA 87 142 226 NA NA NA NA 499 285 384 NA NA NA NA 612 428 1010 NA NA NA NA
1471125600.0 1301.0 57 112 148 NA NA NA NA 102 170 205 NA NA NA NA 1018 406 463 NA NA NA NA 1902 863 1040 NA NA NA NA
1471125600.0 1302.0 63 118 153 NA NA NA NA 109 171 207 NA NA NA NA 5511 589 724 NA NA NA NA 6060 917 797 NA NA NA NA
1471125600.0 1303.0 64 125 150 NA NA NA NA 110 172 216 NA NA NA NA 9391 727 1336 NA NA NA NA 10410 839 1420 NA NA NA NA
1471125600.0 131.0 45 73 166 NA NA NA NA 88 142 226 NA NA NA NA 882 277 398 NA NA NA NA 3753 369 689 NA NA NA NA
1471125600.0 1311.0 NA 123 196 0 54 NA NA NA 181 259 0 85 NA NA NA 469 716 1141 100 NA NA NA 565 774 1155 164 NA NA
1471125600.0 132.0 50 72 175 NA NA NA NA 94 142 226 NA NA NA NA 1746 293 403 NA NA NA NA 1843 471 2378 NA NA NA NA
1471125600.0 133.0 54 81 174 NA NA NA NA 100 144 230 NA NA NA NA 5992 411 686 NA NA NA NA 6453 524 725 NA NA NA NA
1471125600.0 134.0 NA 182 36 0 NA NA NA NA 248 66 0 NA NA NA NA 1915 8 7 NA NA NA NA 12623 76 52 NA NA NA
1471125600.0 134.701 NA 103 207 0 NA NA NA NA 164 267 0 NA NA NA NA 1059 4182 651 NA NA NA NA 1512 4398 696 NA NA NA
1471125600.0 134.702 NA 98 196 0 NA NA NA NA 161 262 0 NA NA NA NA 1803 6925 751 NA NA NA NA 1974 8092 762 NA NA NA
1471125600.0 134.703 NA 100 204 0 NA NA NA NA 162 270 0 NA NA NA NA 1834 6887 805 NA NA NA NA 2079 7636 821 NA NA NA
1471125600.0 134.704 NA 98 198 0 NA NA NA NA 162 264 0 NA NA NA NA 1612 6581 770 NA NA NA NA 1774 7025 781 NA NA NA
1471125600.0 134.705 NA 100 205 0 NA NA NA NA 164 271 0 NA NA NA NA 1841 7244 841 NA NA NA NA 1985 7802 865 NA NA NA
1471125600.0 134.706 NA 101 209 0 NA NA NA NA 162 269 0 NA NA NA NA 1871 6418 717 NA NA NA NA 2166 6616 738 NA NA NA
1471125600.0 134.707 NA 101 201 0 NA NA NA NA 163 260 0 NA NA NA NA 1806 6542 775 NA NA NA NA 1880 7011 799 NA NA NA
1471125600.0 134.708 NA 99 202 0 NA NA NA NA 166 264 0 NA NA NA NA 1547 5360 674 NA NA NA NA 1826 5687 701 NA NA NA
1471125600.0 134.709 NA 103 213 0 NA NA NA NA 161 288 0 NA NA NA NA 1493 6299 681 NA NA NA NA 1612 6421 700 NA NA NA
1471125600.0 134.71 NA 96 197 0 NA NA NA NA 157 258 0 NA NA NA NA 939 3793 675 NA NA NA NA 1091 4048 689 NA NA NA
1471125600.0 134.801 NA 108 202 0 NA NA NA NA 166 263 0 NA NA NA NA 1185 4049 623 NA NA NA NA 1584 4296 669 NA NA NA
1471125600.0 134.802 NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA
1471125600.0 134.803 NA 106 203 0 NA NA NA NA 169 268 0 NA NA NA NA 1865 6975 671 NA NA NA NA 2460 7665 684 NA NA NA
1471125600.0 134.804 NA 108 209 0 NA NA NA NA 168 276 0 NA NA NA NA 2537 8954 765 NA NA NA NA 2761 9527 785 NA NA NA
1471125600.0 134.805 NA 111 205 0 NA NA NA NA 172 272 0 NA NA NA NA 2708 8796 802 NA NA NA NA 3234 10422 829 NA NA NA
1471125600.0 134.806 NA 113 211 0 NA NA NA NA 168 275 0 NA NA NA NA 3082 9743 798 NA NA NA NA 3531 10930 834 NA NA NA
1471125600.0 134.807 NA 137 220 0 NA NA NA NA 206 286 0 NA NA NA NA 3385 9167 891 NA NA NA NA 3773 11960 906 NA NA NA
1471125600.0 134.808 NA 136 220 0 NA NA NA NA 204 286 0 NA NA NA NA 3191 9374 831 NA NA NA NA 3641 10875 856 NA NA NA
1471125600.0 134.809 NA 109 199 0 NA NA NA NA 168 265 0 NA NA NA NA 2586 8377 785 NA NA NA NA 3036 9874 814 NA NA NA
1471125600.0 134.81 NA 106 200 0 NA NA NA NA 166 267 0 NA NA NA NA 2404 8335 799 NA NA NA NA 2619 8918 818 NA NA NA
1471125600.0 134.811 NA 110 207 0 NA NA NA NA 171 270 0 NA NA NA NA 2531 8862 787 NA NA NA NA 2996 10216 815 NA NA NA
1471125600.0 134.812 NA 101 200 0 NA NA NA NA 165 261 0 NA NA NA NA 1397 5103 800 NA NA NA NA 1978 5685 825 NA NA NA
1471125600.0 134.901 NA 103 216 0 NA NA NA NA 166 263 0 NA NA NA NA 1262 4078 632 NA NA NA NA 1499 4141 641 NA NA NA
1471125600.0 134.902 NA 104 199 0 NA NA NA NA 167 263 0 NA NA NA NA 1968 6463 745 NA NA NA NA 2078 7752 757 NA NA NA
1471125600.0 134.903 NA 109 197 0 NA NA NA NA 168 261 0 NA NA NA NA 1566 5043 705 NA NA NA NA 1660 5143 722 NA NA NA
1471125600.0 134.904 NA 115 205 0 NA NA NA NA 172 265 0 NA NA NA NA 2098 6329 685 NA NA NA NA 2176 6464 706 NA NA NA
1471125600.0 134.905 NA 114 198 0 NA NA NA NA 168 263 0 NA NA NA NA 1582 5005 669 NA NA NA NA 1705 5155 681 NA NA NA
1471125600.0 134.906 NA 114 198 0 NA NA NA NA 168 265 0 NA NA NA NA 2299 6991 778 NA NA NA NA 2375 8612 793 NA NA NA
1471125600.0 134.907 NA 129 212 0 NA NA NA NA 209 279 0 NA NA NA NA 2726 6578 820 NA NA NA NA 2904 8338 835 NA NA NA
1471125600.0 134.908 NA 133 217 0 NA NA NA NA 210 281 0 NA NA NA NA 2212 5969 723 NA NA NA NA 2816 6950 744 NA NA NA
1471125600.0 134.909 NA 112 198 0 NA NA NA NA 169 262 0 NA NA NA NA 1715 5501 658 NA NA NA NA 1819 5739 674 NA NA NA
1471125600.0 134.91 NA 109 197 0 NA NA NA NA 168 261 0 NA NA NA NA 1540 4825 663 NA NA NA NA 1656 5015 679 NA NA NA
1471125600.0 134.911 NA 105 203 0 NA NA NA NA 168 262 0 NA NA NA NA 2045 5996 779 NA NA NA NA 2257 6814 811 NA NA NA
1471125600.0 134.912 NA 101 193 0 NA NA NA NA 164 259 0 NA NA NA NA 1133 3906 642 NA NA NA NA 1364 4641 658 NA NA NA
