Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1471597200.0 1.0 51 70 117 NA NA NA NA 96 143 168 NA NA NA NA 2751 593 616 NA NA NA NA 2805 630 654 NA NA NA NA
1471597200.0 10.0 NA 73 176 0 NA NA NA NA 140 229 0 NA NA NA NA 2142 2535 746 NA NA NA NA 2268 2609 789 NA NA NA
1471597200.0 1000.0 NA 174 96 0 36 NA NA NA 239 153 0 66 NA NA NA 1979 464 479 101 NA NA NA 2041 608 496 159 NA NA
1471597200.0 1001.0 NA 165 170 0 0 0 0 NA 222 202 0 0 0 0 NA 1809 341 62 61 591 42 NA 1848 381 71 76 600 49
1471597200.0 1002.0 NA 179 53 NA NA NA NA NA 249 93 NA NA NA NA NA 3442 271 NA NA NA NA NA 3598 286 NA NA NA NA
1471597200.0 1003.0 NA 154 0 NA NA NA NA NA 222 0 NA NA NA NA NA 4869 819 NA NA NA NA NA 5099 846 NA NA NA NA
1471597200.0 101.0 80 NA NA NA NA NA NA 136 NA NA NA NA NA NA 947 NA NA NA NA NA NA 968 NA NA NA NA NA NA
1471597200.0 102.0 87 NA NA NA NA NA NA 136 NA NA NA NA NA NA 701 NA NA NA NA NA NA 732 NA NA NA NA NA NA
1471597200.0 103.0 46 71 165 NA NA NA NA 91 143 224 NA NA NA NA 1158 392 765 NA NA NA NA 1179 440 806 NA NA NA NA
1471597200.0 105.0 50 72 19 NA NA NA NA 96 144 53 NA NA NA NA 2772 617 5 NA NA NA NA 2828 656 11 NA NA NA NA
1471597200.0 106.0 36 0 0 NA NA NA NA 76 0 0 NA NA NA NA 368 67 183 NA NA NA NA 413 81 201 NA NA NA NA
1471597200.0 107.0 52 82 173 NA NA NA NA 98 144 227 NA NA NA NA 3015 338 514 NA NA NA NA 3317 359 557 NA NA NA NA
1471597200.0 108.0 55 82 174 NA NA NA NA 100 144 228 NA NA NA NA 5064 471 761 NA NA NA NA 5279 500 809 NA NA NA NA
1471597200.0 109.0 56 72 170 NA NA NA NA 100 144 228 NA NA NA NA 5887 494 790 NA NA NA NA 6209 530 832 NA NA NA NA
1471597200.0 11.0 NA 64 179 0 45 NA NA NA 140 237 0 76 NA NA NA 2623 1632 1207 82 NA NA NA 2748 1714 1236 91 NA NA
1471597200.0 110.0 42 71 165 NA NA NA NA 84 143 222 NA NA NA NA 951 589 819 NA NA NA NA 969 630 870 NA NA NA NA
1471597200.0 1102.0 NA 72 180 109 54 NA NA NA 140 231 154 100 NA NA NA 2185 3271 2015 183 NA NA NA 2225 3322 2106 199 NA NA
1471597200.0 111.0 51 72 170 NA NA NA NA 97 144 227 NA NA NA NA 3065 514 846 NA NA NA NA 3100 588 917 NA NA NA NA
1471597200.0 112.0 54 74 172 NA NA NA NA 98 144 227 NA NA NA NA 2663 342 509 NA NA NA NA 2862 375 546 NA NA NA NA
1471597200.0 113.0 53 75 167 NA NA NA NA 98 144 226 NA NA NA NA 4969 652 963 NA NA NA NA 5030 711 1032 NA NA NA NA
1471597200.0 114.0 52 74 170 NA NA NA NA 98 144 227 NA NA NA NA 4685 646 921 NA NA NA NA 4756 688 980 NA NA NA NA
1471597200.0 115.0 55 83 173 NA NA NA NA 99 144 226 NA NA NA NA 3456 346 552 NA NA NA NA 3550 368 611 NA NA NA NA
1471597200.0 116.0 54 74 170 NA NA NA NA 99 144 227 NA NA NA NA 3364 339 563 NA NA NA NA 3448 369 600 NA NA NA NA
1471597200.0 117.0 53 72 171 NA NA NA NA 99 144 228 NA NA NA NA 5748 472 747 NA NA NA NA 6066 496 846 NA NA NA NA
1471597200.0 118.0 53 74 168 NA NA NA NA 99 144 227 NA NA NA NA 6418 677 1080 NA NA NA NA 6518 737 1127 NA NA NA NA
1471597200.0 119.0 52 74 168 NA NA NA NA 97 144 226 NA NA NA NA 4964 636 956 NA NA NA NA 5051 668 1002 NA NA NA NA
1471597200.0 12.0 NA 74 179 0 NA NA NA NA 139 228 0 NA NA NA NA 1546 2182 607 NA NA NA NA 1765 2322 631 NA NA NA
1471597200.0 120.0 43 69 166 NA NA NA NA 88 143 227 NA NA NA NA 830 581 792 NA NA NA NA 859 627 847 NA NA NA NA
1471597200.0 121.0 53 76 174 NA NA NA NA 100 144 227 NA NA NA NA 5641 435 777 NA NA NA NA 5822 458 827 NA NA NA NA
1471597200.0 122.0 50 72 165 NA NA NA NA 96 144 225 NA NA NA NA 1898 450 786 NA NA NA NA 1936 495 833 NA NA NA NA
1471597200.0 123.1 154 NA NA NA NA NA NA 213 NA NA NA NA NA NA 569 NA NA NA NA NA NA 658 NA NA NA NA NA NA
