Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1471251600.0 1.0 50 73 119 NA NA NA NA 96 143 168 NA NA NA NA 1680 341 400 NA NA NA NA 1815 379 454 NA NA NA NA
1471251600.0 10.0 NA 67 173 0 NA NA NA NA 139 228 0 NA NA NA NA 2327 2960 790 NA NA NA NA 2478 3021 801 NA NA NA
1471251600.0 1000.0 NA 173 105 0 35 NA NA NA 238 152 0 65 NA NA NA 2774 660 623 138 NA NA NA 2845 720 644 175 NA NA
1471251600.0 1001.0 NA 162 162 0 0 0 0 NA 220 202 0 0 0 0 NA 1878 364 63 63 558 43 NA 1919 380 68 67 571 55
1471251600.0 1002.0 NA 179 55 NA NA NA NA NA 249 93 NA NA NA NA NA 2262 188 NA NA NA NA NA 2430 210 NA NA NA NA
1471251600.0 1003.0 NA 155 0 NA NA NA NA NA 222 0 NA NA NA NA NA 3111 488 NA NA NA NA NA 3523 535 NA NA NA NA
1471251600.0 101.0 79 NA NA NA NA NA NA 135 NA NA NA NA NA NA 1271 NA NA NA NA NA NA 1313 NA NA NA NA NA NA
1471251600.0 102.0 81 NA NA NA NA NA NA 135 NA NA NA NA NA NA 950 NA NA NA NA NA NA 987 NA NA NA NA NA NA
1471251600.0 103.0 46 72 170 NA NA NA NA 91 143 227 NA NA NA NA 727 250 481 NA NA NA NA 741 304 548 NA NA NA NA
1471251600.0 105.0 51 73 19 NA NA NA NA 96 144 53 NA NA NA NA 1629 395 4 NA NA NA NA 1711 421 24 NA NA NA NA
1471251600.0 106.0 37 0 0 NA NA NA NA 75 0 0 NA NA NA NA 493 89 248 NA NA NA NA 520 97 282 NA NA NA NA
1471251600.0 107.0 51 78 168 NA NA NA NA 98 144 227 NA NA NA NA 3299 463 624 NA NA NA NA 3528 514 674 NA NA NA NA
1471251600.0 108.0 52 84 171 NA NA NA NA 100 144 228 NA NA NA NA 4368 364 679 NA NA NA NA 4486 387 782 NA NA NA NA
1471251600.0 109.0 54 82 171 NA NA NA NA 100 144 228 NA NA NA NA 5180 362 692 NA NA NA NA 5432 412 771 NA NA NA NA
1471251600.0 11.0 NA 69 177 0 38 NA NA NA 140 235 0 76 NA NA NA 1546 1099 767 56 NA NA NA 1781 1231 799 75 NA NA
1471251600.0 110.0 43 71 167 NA NA NA NA 84 143 223 NA NA NA NA 578 354 521 NA NA NA NA 597 391 640 NA NA NA NA
1471251600.0 1102.0 NA 69 177 101 60 NA NA NA 140 231 154 100 NA NA NA 2969 3892 2641 182 NA NA NA 3060 3933 2700 188 NA NA
1471251600.0 111.0 51 72 167 NA NA NA NA 97 144 227 NA NA NA NA 1828 315 566 NA NA NA NA 2043 359 611 NA NA NA NA
1471251600.0 112.0 53 71 166 NA NA NA NA 98 144 225 NA NA NA NA 2979 439 608 NA NA NA NA 3146 464 660 NA NA NA NA
1471251600.0 113.0 52 74 167 NA NA NA NA 98 144 226 NA NA NA NA 3105 385 618 NA NA NA NA 3270 424 669 NA NA NA NA
1471251600.0 114.0 52 74 170 NA NA NA NA 98 144 227 NA NA NA NA 2827 387 616 NA NA NA NA 3046 421 689 NA NA NA NA
1471251600.0 115.0 53 71 168 NA NA NA NA 99 144 226 NA NA NA NA 3878 475 641 NA NA NA NA 4072 564 675 NA NA NA NA
1471251600.0 116.0 55 73 172 NA NA NA NA 99 144 227 NA NA NA NA 3447 372 568 NA NA NA NA 3571 410 609 NA NA NA NA
1471251600.0 117.0 53 74 171 NA NA NA NA 99 144 227 NA NA NA NA 4741 373 652 NA NA NA NA 4910 431 690 NA NA NA NA
1471251600.0 118.0 53 76 168 NA NA NA NA 99 144 227 NA NA NA NA 4119 456 694 NA NA NA NA 4372 505 729 NA NA NA NA
1471251600.0 119.0 52 74 167 NA NA NA NA 97 144 226 NA NA NA NA 3091 442 618 NA NA NA NA 3344 468 662 NA NA NA NA
1471251600.0 12.0 NA 74 175 0 NA NA NA NA 138 227 0 NA NA NA NA 2011 2869 820 NA NA NA NA 2061 2938 834 NA NA NA
1471251600.0 120.0 44 69 168 NA NA NA NA 88 143 227 NA NA NA NA 520 346 500 NA NA NA NA 565 369 557 NA NA NA NA
1471251600.0 121.0 54 75 171 NA NA NA NA 100 144 228 NA NA NA NA 4601 372 689 NA NA NA NA 4737 433 836 NA NA NA NA
1471251600.0 122.0 50 72 168 NA NA NA NA 96 144 225 NA NA NA NA 1169 270 474 NA NA NA NA 1293 322 511 NA NA NA NA
1471251600.0 123.1 155 NA NA NA NA NA NA 212 NA NA NA NA NA NA 686 NA NA NA NA NA NA 732 NA NA NA NA NA NA
1471251600.0 123.2 153 NA NA NA NA NA NA 214 NA NA NA NA NA NA 843 NA NA NA NA NA NA 902 NA NA NA NA NA NA
1471251600.0 123.3 143 NA NA NA NA NA NA 202 NA NA NA NA NA NA 516 NA NA NA NA NA NA 554 NA NA NA NA NA NA
1471251600.0 124.1 151 NA NA NA NA NA NA 204 NA NA NA NA NA NA 496 NA NA NA NA NA NA 586 NA NA NA NA NA NA
1471251600.0 124.2 155 NA NA NA NA NA NA 212 NA NA NA NA NA NA 632 NA NA NA NA NA NA 687 NA NA NA NA NA NA
1471251600.0 124.4 148 NA NA NA NA NA NA 204 NA NA NA NA NA NA 521 NA NA NA NA NA NA 583 NA NA NA NA NA NA
1471251600.0 124.5 148 NA NA NA NA NA NA 204 NA NA NA NA NA NA 532 NA NA NA NA NA NA 627 NA NA NA NA NA NA
1471251600.0 124.6 143 NA NA NA NA NA NA 202 NA NA NA NA NA NA 517 NA NA NA NA NA NA 549 NA NA NA NA NA NA
1471251600.0 125.0 53 72 167 NA NA NA NA 99 144 226 NA NA NA NA 4025 456 600 NA NA NA NA 4296 525 663 NA NA NA NA
1471251600.0 126.0 43 69 168 NA NA NA NA 89 143 227 NA NA NA NA 1080 353 521 NA NA NA NA 1170 376 560 NA NA NA NA
1471251600.0 127.0 44 70 164 NA NA NA NA 84 143 227 NA NA NA NA 1221 344 564 NA NA NA NA 1465 393 608 NA NA NA NA
1471251600.0 128.0 43 70 168 NA NA NA NA 83 143 227 NA NA NA NA 474 346 502 NA NA NA NA 501 374 625 NA NA NA NA
1471251600.0 129.0 44 68 168 NA NA NA NA 87 143 227 NA NA NA NA 498 345 504 NA NA NA NA 530 371 628 NA NA NA NA
1471251600.0 13.0 NA 64 169 0 NA NA NA NA 140 227 0 NA NA NA NA 272 1093 616 NA NA NA NA 335 1171 655 NA NA NA
1471251600.0 130.0 44 69 168 NA NA NA NA 88 143 227 NA NA NA NA 562 341 508 NA NA NA NA 585 367 636 NA NA NA NA
1471251600.0 1301.0 57 108 145 NA NA NA NA 103 171 206 NA NA NA NA 1312 570 592 NA NA NA NA 1904 1093 749 NA NA NA NA
1471251600.0 1302.0 63 120 153 NA NA NA NA 109 171 207 NA NA NA NA 8476 1023 1067 NA NA NA NA 8842 1076 1106 NA NA NA NA
1471251600.0 1303.0 64 124 163 NA NA NA NA 109 171 214 NA NA NA NA 16921 1423 2164 NA NA NA NA 18377 2116 2262 NA NA NA NA
1471251600.0 131.0 45 71 167 NA NA NA NA 89 143 227 NA NA NA NA 1169 349 506 NA NA NA NA 1257 402 545 NA NA NA NA
