Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1470992400.0 1.0 51 71 116 NA NA NA NA 96 143 171 NA NA NA NA 2301 434 475 NA NA NA NA 2540 480 541 NA NA NA NA
1470992400.0 10.0 NA 75 173 0 NA NA NA NA 140 229 0 NA NA NA NA 3803 3900 1049 NA NA NA NA 4033 3958 1081 NA NA NA
1470992400.0 1000.0 NA 172 101 0 36 NA NA NA 239 153 0 66 NA NA NA 2724 567 735 123 NA NA NA 2817 619 755 161 NA NA
1470992400.0 1001.0 NA 165 163 0 0 0 0 NA 220 202 0 0 0 0 NA 2519 589 105 99 812 74 NA 2580 620 111 105 840 82
1470992400.0 1002.0 NA 181 54 NA NA NA NA NA 248 93 NA NA NA NA NA 2773 238 NA NA NA NA NA 3154 256 NA NA NA NA
1470992400.0 1003.0 NA 156 0 NA NA NA NA NA 222 0 NA NA NA NA NA 3824 695 NA NA NA NA NA 4017 722 NA NA NA NA
1470992400.0 101.0 80 NA NA NA NA NA NA 136 NA NA NA NA NA NA 1316 NA NA NA NA NA NA 1494 NA NA NA NA NA NA
1470992400.0 102.0 81 NA NA NA NA NA NA 136 NA NA NA NA NA NA 1469 NA NA NA NA NA NA 1502 NA NA NA NA NA NA
1470992400.0 103.0 46 72 170 NA NA NA NA 91 143 227 NA NA NA NA 957 310 618 NA NA NA NA 988 345 677 NA NA NA NA
1470992400.0 105.0 51 72 18 NA NA NA NA 96 144 53 NA NA NA NA 2274 433 5 NA NA NA NA 2533 462 15 NA NA NA NA
1470992400.0 106.0 36 0 0 NA NA NA NA 76 0 0 NA NA NA NA 541 106 267 NA NA NA NA 554 118 338 NA NA NA NA
