Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1471424400.0 1.0 51 71 121 NA NA NA NA 96 143 168 NA NA NA NA 3461 814 848 NA NA NA NA 3779 889 891 NA NA NA NA
1471424400.0 10.0 NA 71 171 0 NA NA NA NA 140 229 0 NA NA NA NA 2353 2841 884 NA NA NA NA 2489 2998 909 NA NA NA
1471424400.0 1000.0 NA 178 98 0 35 NA NA NA 239 153 0 66 NA NA NA 4166 991 927 331 NA NA NA 4314 1040 948 351 NA NA
1471424400.0 1001.0 NA 162 170 0 0 0 0 NA 220 202 0 0 0 0 NA 2306 437 86 87 949 55 NA 2368 824 94 96 1053 63
1471424400.0 1002.0 NA 180 62 NA NA NA NA NA 248 93 NA NA NA NA NA 4527 330 NA NA NA NA NA 4717 414 NA NA NA NA
1471424400.0 1003.0 NA 157 0 NA NA NA NA NA 219 0 NA NA NA NA NA 5938 847 NA NA NA NA NA 6020 868 NA NA NA NA
1471424400.0 101.0 83 NA NA NA NA NA NA 136 NA NA NA NA NA NA 1180 NA NA NA NA NA NA 1222 NA NA NA NA NA NA
1471424400.0 102.0 86 NA NA NA NA NA NA 136 NA NA NA NA NA NA 890 NA NA NA NA NA NA 958 NA NA NA NA NA NA
1471424400.0 103.0 47 79 170 NA NA NA NA 91 143 224 NA NA NA NA 1644 467 1075 NA NA NA NA 1726 548 1138 NA NA NA NA
1471424400.0 105.0 51 73 23 NA NA NA NA 96 144 53 NA NA NA NA 3190 782 7 NA NA NA NA 3473 823 10 NA NA NA NA
1471424400.0 106.0 36 0 0 NA NA NA NA 76 0 0 NA NA NA NA 508 113 252 NA NA NA NA 527 119 273 NA NA NA NA
1471424400.0 107.0 53 75 171 NA NA NA NA 97 144 227 NA NA NA NA 6558 767 1135 NA NA NA NA 6836 801 1181 NA NA NA NA
1471424400.0 108.0 55 80 175 NA NA NA NA 100 144 228 NA NA NA NA 6446 543 893 NA NA NA NA 6696 699 937 NA NA NA NA
1471424400.0 109.0 56 76 174 NA NA NA NA 100 144 228 NA NA NA NA 7012 462 807 NA NA NA NA 7444 574 846 NA NA NA NA
1471424400.0 11.0 NA 64 183 0 38 NA NA NA 139 237 0 76 NA NA NA 1841 1240 855 61 NA NA NA 1877 1393 881 79 NA NA
1471424400.0 110.0 44 72 167 NA NA NA NA 84 143 227 NA NA NA NA 1167 778 953 NA NA NA NA 1258 826 1055 NA NA NA NA
1471424400.0 1102.0 NA 67 183 102 53 NA NA NA 140 231 154 100 NA NA NA 3543 4037 2008 147 NA NA NA 4611 4074 2026 153 NA NA
1471424400.0 111.0 52 74 168 NA NA NA NA 97 144 227 NA NA NA NA 3782 587 1070 NA NA NA NA 4121 761 1215 NA NA NA NA
1471424400.0 112.0 54 82 167 NA NA NA NA 98 144 227 NA NA NA NA 5839 874 1153 NA NA NA NA 6147 919 1196 NA NA NA NA
