Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1470906000.0 1.0 51 70 117 NA NA NA NA 96 143 171 NA NA NA NA 2918 646 710 NA NA NA NA 3154 682 780 NA NA NA NA
1470906000.0 10.0 NA 65 174 0 NA NA NA NA 140 229 0 NA NA NA NA 2265 2586 785 NA NA NA NA 2389 2682 816 NA NA NA
1470906000.0 1000.0 NA 174 98 0 36 NA NA NA 239 153 0 66 NA NA NA 3876 986 841 273 NA NA NA 4085 1121 863 305 NA NA
1470906000.0 1001.0 NA 165 170 0 0 0 0 NA 220 202 0 0 0 0 NA 3718 1024 110 112 1340 112 NA 3968 1120 117 122 1366 134
1470906000.0 1002.0 NA 182 53 NA NA NA NA NA 248 93 NA NA NA NA NA 3922 322 NA NA NA NA NA 4667 425 NA NA NA NA
1470906000.0 1003.0 NA 156 0 NA NA NA NA NA 222 0 NA NA NA NA NA 5580 836 NA NA NA NA NA 5670 865 NA NA NA NA
1470906000.0 101.0 80 NA NA NA NA NA NA 136 NA NA NA NA NA NA 1928 NA NA NA NA NA NA 2002 NA NA NA NA NA NA
1470906000.0 102.0 80 NA NA NA NA NA NA 136 NA NA NA NA NA NA 1445 NA NA NA NA NA NA 1505 NA NA NA NA NA NA
1470906000.0 103.0 47 72 169 NA NA NA NA 91 143 227 NA NA NA NA 1315 419 827 NA NA NA NA 1350 444 910 NA NA NA NA
1470906000.0 105.0 50 78 21 NA NA NA NA 96 144 53 NA NA NA NA 2903 649 6 NA NA NA NA 3312 682 11 NA NA NA NA
1470906000.0 106.0 37 0 0 NA NA NA NA 76 0 0 NA NA NA NA 730 151 356 NA NA NA NA 751 162 380 NA NA NA NA
1470906000.0 107.0 51 73 172 NA NA NA NA 97 144 227 NA NA NA NA 5558 717 1059 NA NA NA NA 5935 762 1135 NA NA NA NA
1470906000.0 108.0 55 78 172 NA NA NA NA 100 144 228 NA NA NA NA 5606 451 788 NA NA NA NA 5982 532 825 NA NA NA NA
1470906000.0 109.0 54 85 175 NA NA NA NA 100 144 228 NA NA NA NA 6270 426 762 NA NA NA NA 6474 448 796 NA NA NA NA
1470906000.0 11.0 NA 64 176 0 43 NA NA NA 140 237 0 76 NA NA NA 3331 1922 1225 97 NA NA NA 3482 2245 1328 142 NA NA
1470906000.0 110.0 44 72 168 NA NA NA NA 84 143 227 NA NA NA NA 1072 650 893 NA NA NA NA 1647 693 1038 NA NA NA NA
1470906000.0 1102.0 NA 69 176 105 64 NA NA NA 140 231 154 100 NA NA NA 2211 3215 1938 192 NA NA NA 2283 3248 1971 213 NA NA
1470906000.0 111.0 52 82 180 NA NA NA NA 97 144 227 NA NA NA NA 3691 642 987 NA NA NA NA 4128 673 1335 NA NA NA NA
1470906000.0 112.0 52 73 170 NA NA NA NA 98 144 225 NA NA NA NA 4887 675 1011 NA NA NA NA 5052 747 1062 NA NA NA NA
1470906000.0 113.0 52 74 171 NA NA NA NA 98 144 227 NA NA NA NA 5750 776 998 NA NA NA NA 6462 815 1268 NA NA NA NA
1470906000.0 114.0 52 81 172 NA NA NA NA 98 144 227 NA NA NA NA 4759 751 1040 NA NA NA NA 5242 916 1082 NA NA NA NA
1470906000.0 115.0 53 75 170 NA NA NA NA 99 144 226 NA NA NA NA 6992 699 1100 NA NA NA NA 7406 912 1141 NA NA NA NA
1470906000.0 116.0 53 74 169 NA NA NA NA 100 144 227 NA NA NA NA 6511 736 1142 NA NA NA NA 7197 787 1335 NA NA NA NA
1470906000.0 117.0 55 77 170 NA NA NA NA 100 144 228 NA NA NA NA 8663 707 1330 NA NA NA NA 9015 738 1407 NA NA NA NA
1470906000.0 118.0 54 82 170 NA NA NA NA 99 144 227 NA NA NA NA 4744 478 802 NA NA NA NA 5044 566 882 NA NA NA NA
1470906000.0 119.0 51 73 171 NA NA NA NA 97 144 227 NA NA NA NA 5239 681 1069 NA NA NA NA 5803 705 1131 NA NA NA NA
1470906000.0 12.0 NA 68 173 0 NA NA NA NA 139 228 0 NA NA NA NA 2043 2790 860 NA NA NA NA 2094 2838 878 NA NA NA
1470906000.0 120.0 44 70 168 NA NA NA NA 88 143 227 NA NA NA NA 959 628 828 NA NA NA NA 1008 676 892 NA NA NA NA
1470906000.0 121.0 55 75 171 NA NA NA NA 100 144 228 NA NA NA NA 6231 466 820 NA NA NA NA 6874 496 859 NA NA NA NA
1470906000.0 122.0 50 73 170 NA NA NA NA 96 144 227 NA NA NA NA 2116 469 846 NA NA NA NA 2273 556 985 NA NA NA NA
1470906000.0 123.1 156 NA NA NA NA NA NA 213 NA NA NA NA NA NA 1041 NA NA NA NA NA NA 1104 NA NA NA NA NA NA
1470906000.0 123.2 155 NA NA NA NA NA NA 215 NA NA NA NA NA NA 1301 NA NA NA NA NA NA 1442 NA NA NA NA NA NA
1470906000.0 123.3 141 NA NA NA NA NA NA 203 NA NA NA NA NA NA 778 NA NA NA NA NA NA 920 NA NA NA NA NA NA
1470906000.0 124.1 151 NA NA NA NA NA NA 205 NA NA NA NA NA NA 760 NA NA NA NA NA NA 811 NA NA NA NA NA NA
1470906000.0 124.2 155 NA NA NA NA NA NA 213 NA NA NA NA NA NA 932 NA NA NA NA NA NA 1088 NA NA NA NA NA NA
1470906000.0 124.4 149 NA NA NA NA NA NA 205 NA NA NA NA NA NA 793 NA NA NA NA NA NA 830 NA NA NA NA NA NA
1470906000.0 124.5 150 NA NA NA NA NA NA 205 NA NA NA NA NA NA 787 NA NA NA NA NA NA 832 NA NA NA NA NA NA
1470906000.0 124.6 145 NA NA NA NA NA NA 203 NA NA NA NA NA NA 795 NA NA NA NA NA NA 834 NA NA NA NA NA NA
1470906000.0 125.0 53 81 172 NA NA NA NA 99 144 227 NA NA NA NA 4638 503 723 NA NA NA NA 4843 528 780 NA NA NA NA
1470906000.0 126.0 43 69 168 NA NA NA NA 89 143 227 NA NA NA NA 1787 617 919 NA NA NA NA 1838 639 999 NA NA NA NA
1470906000.0 127.0 43 69 170 NA NA NA NA 84 143 227 NA NA NA NA 2210 615 881 NA NA NA NA 2323 725 1050 NA NA NA NA
1470906000.0 128.0 43 70 166 NA NA NA NA 83 143 227 NA NA NA NA 893 657 854 NA NA NA NA 921 693 923 NA NA NA NA
1470906000.0 129.0 44 69 167 NA NA NA NA 87 143 227 NA NA NA NA 925 640 856 NA NA NA NA 1010 679 913 NA NA NA NA
1470906000.0 13.0 NA 63 170 0 NA NA NA NA 140 227 0 NA NA NA NA 531 1847 986 NA NA NA NA 633 1907 1044 NA NA NA
1470906000.0 130.0 46 70 169 NA NA NA NA 88 143 227 NA NA NA NA 1026 626 879 NA NA NA NA 1154 657 1432 NA NA NA NA
1470906000.0 1301.0 58 109 145 NA NA NA NA 103 171 206 NA NA NA NA 2242 986 1183 NA NA NA NA 2475 1245 1319 NA NA NA NA
1470906000.0 1302.0 63 125 151 NA NA NA NA 109 171 207 NA NA NA NA 7133 737 997 NA NA NA NA 7909 1542 1389 NA NA NA NA
1470906000.0 1303.0 65 126 150 NA NA NA NA 109 172 216 NA NA NA NA 11016 885 1521 NA NA NA NA 11823 976 1669 NA NA NA NA
1470906000.0 131.0 45 71 168 NA NA NA NA 89 143 227 NA NA NA NA 2081 640 906 NA NA NA NA 2128 722 1724 NA NA NA NA
1470906000.0 1311.0 NA 124 201 0 52 NA NA NA 181 259 0 85 NA NA NA 652 926 1478 153 NA NA NA 889 1047 1498 701 NA NA
1470906000.0 132.0 51 80 171 NA NA NA NA 95 143 226 NA NA NA NA 4525 691 993 NA NA NA NA 4709 729 1092 NA NA NA NA
1470906000.0 133.0 54 75 174 NA NA NA NA 100 144 229 NA NA NA NA 7154 447 830 NA NA NA NA 7807 478 875 NA NA NA NA
1470906000.0 134.0 NA 181 32 0 NA NA NA NA 249 67 0 NA NA NA NA 4615 28 19 NA NA NA NA 5034 150 184 NA NA NA
1470906000.0 134.701 NA 101 207 0 NA NA NA NA 164 267 0 NA NA NA NA 1342 5423 838 NA NA NA NA 2177 6197 856 NA NA NA
1470906000.0 134.702 NA 98 197 0 NA NA NA NA 162 263 0 NA NA NA NA 3058 12047 1177 NA NA NA NA 3251 15802 1237 NA NA NA
1470906000.0 134.703 NA 106 202 0 NA NA NA NA 164 271 0 NA NA NA NA 3096 11839 1216 NA NA NA NA 3808 16259 1282 NA NA NA
1470906000.0 134.704 NA 106 198 0 NA NA NA NA 160 265 0 NA NA NA NA 2751 11320 1215 NA NA NA NA 2996 16457 1235 NA NA NA
1470906000.0 134.705 NA 101 203 0 NA NA NA NA 165 272 0 NA NA NA NA 3117 12788 1285 NA NA NA NA 4281 30015 1468 NA NA NA
1470906000.0 134.706 NA 102 208 0 NA NA NA NA 162 269 0 NA NA NA NA 2177 7375 814 NA NA NA NA 2562 7785 849 NA NA NA
1470906000.0 134.707 NA 106 195 0 NA NA NA NA 164 262 0 NA NA NA NA 3083 11525 1244 NA NA NA NA 3227 25864 1313 NA NA NA
1470906000.0 134.708 NA 100 201 0 NA NA NA NA 166 264 0 NA NA NA NA 1859 6659 836 NA NA NA NA 3172 9020 871 NA NA NA
1470906000.0 134.709 NA 101 213 0 NA NA NA NA 161 289 0 NA NA NA NA 1734 7365 798 NA NA NA NA 1892 8419 883 NA NA NA
1470906000.0 134.71 NA 92 195 0 NA NA NA NA 157 258 0 NA NA NA NA 1141 4616 843 NA NA NA NA 2409 7435 900 NA NA NA
1470906000.0 134.801 NA 107 205 0 NA NA NA NA 166 263 0 NA NA NA NA 2413 8465 1148 NA NA NA NA 2849 10098 1182 NA NA NA
1470906000.0 134.802 NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA
1470906000.0 134.803 NA 106 204 0 NA NA NA NA 169 268 0 NA NA NA NA 2257 7950 789 NA NA NA NA 2452 8488 812 NA NA NA
1470906000.0 134.804 NA 107 211 0 NA NA NA NA 169 277 0 NA NA NA NA 4315 15735 1188 NA NA NA NA 4642 19132 1205 NA NA NA
1470906000.0 134.805 NA 110 211 0 NA NA NA NA 173 273 0 NA NA NA NA 4782 15318 1237 NA NA NA NA 5190 19203 1254 NA NA NA
1470906000.0 134.806 NA 110 205 0 NA NA NA NA 169 276 0 NA NA NA NA 5322 16988 1222 NA NA NA NA 6433 33019 1279 NA NA NA
1470906000.0 134.807 NA 134 218 0 NA NA NA NA 207 287 0 NA NA NA NA 5695 15976 1390 NA NA NA NA 6063 34846 1452 NA NA NA
1470906000.0 134.808 NA 139 218 0 NA NA NA NA 206 287 0 NA NA NA NA 5334 16259 1332 NA NA NA NA 5647 34756 1383 NA NA NA
1470906000.0 134.809 NA 108 202 0 NA NA NA NA 169 266 0 NA NA NA NA 4440 14404 1180 NA NA NA NA 4604 28691 1202 NA NA NA
1470906000.0 134.81 NA 106 200 0 NA NA NA NA 166 268 0 NA NA NA NA 4209 14503 1203 NA NA NA NA 4465 18474 1220 NA NA NA
1470906000.0 134.811 NA 110 205 0 NA NA NA NA 173 271 0 NA NA NA NA 4368 15416 1233 NA NA NA NA 5497 31173 1428 NA NA NA
1470906000.0 134.812 NA 104 203 0 NA NA NA NA 164 261 0 NA NA NA NA 2189 8085 1122 NA NA NA NA 3039 8337 1147 NA NA NA
1470906000.0 134.901 NA 109 201 0 NA NA NA NA 167 263 0 NA NA NA NA 1516 4987 768 NA NA NA NA 2445 5878 797 NA NA NA
1470906000.0 134.902 NA 105 198 0 NA NA NA NA 168 264 0 NA NA NA NA 3413 11319 1233 NA NA NA NA 3713 16584 1251 NA NA NA
1470906000.0 134.903 NA 105 201 0 NA NA NA NA 168 261 0 NA NA NA NA 1848 5862 784 NA NA NA NA 2767 6515 816 NA NA NA
1470906000.0 134.904 NA 106 208 0 NA NA NA NA 171 269 0 NA NA NA NA 2505 7647 812 NA NA NA NA 2772 8612 828 NA NA NA
1470906000.0 134.905 NA 105 197 0 NA NA NA NA 169 263 0 NA NA NA NA 1834 5801 770 NA NA NA NA 1959 6240 815 NA NA NA
1470906000.0 134.906 NA 109 203 0 NA NA NA NA 169 266 0 NA NA NA NA 3940 12309 1230 NA NA NA NA 4272 26185 1306 NA NA NA
1470906000.0 134.907 NA 128 214 0 NA NA NA NA 210 280 0 NA NA NA NA 4495 11806 1265 NA NA NA NA 4817 25913 1348 NA NA NA
1470906000.0 134.908 NA 133 215 0 NA NA NA NA 210 281 0 NA NA NA NA 2591 6751 800 NA NA NA NA 2795 8020 847 NA NA NA
1470906000.0 134.909 NA 105 201 0 NA NA NA NA 169 262 0 NA NA NA NA 2022 6336 768 NA NA NA NA 2335 6534 785 NA NA NA
1470906000.0 134.91 NA 107 214 0 NA NA NA NA 168 261 0 NA NA NA NA 2884 9159 1087 NA NA NA NA 3162 9911 1100 NA NA NA
1470906000.0 134.911 NA 105 196 0 NA NA NA NA 169 263 0 NA NA NA NA 3415 10791 1208 NA NA NA NA 3580 24762 1282 NA NA NA
1470906000.0 134.912 NA 103 197 0 NA NA NA NA 164 256 0 NA NA NA NA 1359 4620 833 NA NA NA NA 1463 4746 853 NA NA NA
1470906000.0 135.1 180 0 91 NA NA NA NA 247 0 142 NA NA NA NA 1179 253 350 NA NA NA NA 1344 269 445 NA NA NA NA
1470906000.0 135.11 185 0 92 NA NA NA NA 253 0 143 NA NA NA NA 1413 269 425 NA NA NA NA 1546 287 506 NA NA NA NA
1470906000.0 135.12 182 0 91 NA NA NA NA 247 0 142 NA NA NA NA 1012 250 329 NA NA NA NA 1231 302 954 NA NA NA NA
1470906000.0 135.2 169 0 87 NA NA NA NA 229 0 142 NA NA NA NA 1230 271 489 NA NA NA NA 2836 295 2301 NA NA NA NA
1470906000.0 135.3 168 0 86 NA NA NA NA 229 0 142 NA NA NA NA 1231 258 469 NA NA NA NA 2199 270 1289 NA NA NA NA
1470906000.0 135.4 176 0 91 NA NA NA NA 246 0 142 NA NA NA NA 1629 308 508 NA NA NA NA 2673 333 968 NA NA NA NA
1470906000.0 135.5 180 0 93 NA NA NA NA 246 0 142 NA NA NA NA 1413 346 517 NA NA NA NA 2497 383 761 NA NA NA NA
1470906000.0 135.6 179 0 90 NA NA NA NA 248 0 143 NA NA NA NA 1556 340 538 NA NA NA NA 1738 352 663 NA NA NA NA
1470906000.0 135.7 179 0 90 NA NA NA NA 245 0 142 NA NA NA NA 1384 309 507 NA NA NA NA 1597 320 631 NA NA NA NA
1470906000.0 135.8 76 NA NA NA NA NA NA 128 NA NA NA NA NA NA 492 NA NA NA NA NA NA 1475 NA NA NA NA NA NA
1470906000.0 135.9 179 0 90 NA NA NA NA 247 0 142 NA NA NA NA 884 254 318 NA NA NA NA 1037 265 648 NA NA NA NA
