Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1471035600.0 1.0 51 71 120 NA NA NA NA 96 143 168 NA NA NA NA 3428 714 844 NA NA NA NA 3764 785 909 NA NA NA NA
1471035600.0 10.0 NA 66 174 0 NA NA NA NA 140 229 0 NA NA NA NA 2315 2881 826 NA NA NA NA 2429 2932 850 NA NA NA
1471035600.0 1000.0 NA 176 99 0 36 NA NA NA 239 153 0 66 NA NA NA 3819 1043 863 278 NA NA NA 4369 1341 878 301 NA NA
1471035600.0 1001.0 NA 168 169 0 0 0 0 NA 222 202 0 0 0 0 NA 3733 1076 152 131 1436 116 NA 3825 2164 157 139 1441 126
1471035600.0 1002.0 NA 181 54 NA NA NA NA NA 248 93 NA NA NA NA NA 4189 382 NA NA NA NA NA 4298 481 NA NA NA NA
1471035600.0 1003.0 NA 157 0 NA NA NA NA NA 219 0 NA NA NA NA NA 5964 875 NA NA NA NA NA 6106 922 NA NA NA NA
1471035600.0 101.0 80 NA NA NA NA NA NA 136 NA NA NA NA NA NA 1795 NA NA NA NA NA NA 1850 NA NA NA NA NA NA
1471035600.0 102.0 81 NA NA NA NA NA NA 136 NA NA NA NA NA NA 1051 NA NA NA NA NA NA 1137 NA NA NA NA NA NA
1471035600.0 103.0 47 72 169 NA NA NA NA 91 143 224 NA NA NA NA 1303 531 847 NA NA NA NA 1339 555 1015 NA NA NA NA
1471035600.0 105.0 51 81 23 NA NA NA NA 96 144 53 NA NA NA NA 3244 705 6 NA NA NA NA 3857 738 13 NA NA NA NA
1471035600.0 106.0 37 0 0 NA NA NA NA 76 0 0 NA NA NA NA 723 143 356 NA NA NA NA 747 149 382 NA NA NA NA
1471035600.0 107.0 53 80 170 NA NA NA NA 97 144 227 NA NA NA NA 5577 687 1090 NA NA NA NA 5846 713 1129 NA NA NA NA
1471035600.0 108.0 55 83 172 NA NA NA NA 100 144 228 NA NA NA NA 5961 507 923 NA NA NA NA 6219 535 985 NA NA NA NA
1471035600.0 109.0 56 77 175 NA NA NA NA 100 144 228 NA NA NA NA 7239 527 909 NA NA NA NA 7507 555 948 NA NA NA NA
1471035600.0 11.0 NA 66 180 0 39 NA NA NA 139 237 0 76 NA NA NA 3171 1704 1224 89 NA NA NA 3202 1764 1247 120 NA NA
1471035600.0 110.0 43 72 168 NA NA NA NA 84 143 227 NA NA NA NA 1123 671 937 NA NA NA NA 1167 703 1001 NA NA NA NA
