Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1470520800.0 1.0 51 77 118 NA NA NA NA 96 143 168 NA NA NA NA 3194 664 747 NA NA NA NA 3265 682 771 NA NA NA NA
1470520800.0 10.0 NA 66 175 0 NA NA NA NA 140 229 0 NA NA NA NA 3967 4000 1121 NA NA NA NA 4090 4069 1155 NA NA NA
1470520800.0 1000.0 NA 173 101 0 33 NA NA NA 239 154 0 66 NA NA NA 4220 1107 857 282 NA NA NA 4315 1233 878 300 NA NA
1470520800.0 1001.0 NA 162 161 0 0 0 0 NA 220 202 0 0 0 0 NA 3790 662 148 152 1345 112 NA 3969 685 156 158 1353 123
1470520800.0 1002.0 NA 180 54 NA NA NA NA NA 248 93 NA NA NA NA NA 3896 343 NA NA NA NA NA 3958 354 NA NA NA NA
1470520800.0 1003.0 NA 156 0 NA NA NA NA NA 222 0 NA NA NA NA NA 5897 911 NA NA NA NA NA 5991 929 NA NA NA NA
1470520800.0 101.0 78 NA NA NA NA NA NA 135 NA NA NA NA NA NA 1361 NA NA NA NA NA NA 1422 NA NA NA NA NA NA
1470520800.0 102.0 80 NA NA NA NA NA NA 135 NA NA NA NA NA NA 1028 NA NA NA NA NA NA 1056 NA NA NA NA NA NA
1470520800.0 103.0 46 75 175 NA NA NA NA 91 143 227 NA NA NA NA 1592 631 851 NA NA NA NA 1626 662 872 NA NA NA NA
1470520800.0 105.0 51 72 21 NA NA NA NA 96 144 53 NA NA NA NA 3390 770 7 NA NA NA NA 3526 796 11 NA NA NA NA
1470520800.0 106.0 39 0 0 NA NA NA NA 75 0 0 NA NA NA NA 548 106 253 NA NA NA NA 572 114 280 NA NA NA NA
1470520800.0 107.0 53 82 169 NA NA NA NA 97 144 227 NA NA NA NA 5918 932 1183 NA NA NA NA 5995 950 1224 NA NA NA NA
1470520800.0 108.0 55 78 174 NA NA NA NA 100 144 228 NA NA NA NA 7889 705 1273 NA NA NA NA 7974 750 1315 NA NA NA NA
1470520800.0 109.0 54 83 173 NA NA NA NA 99 143 227 NA NA NA NA 7137 514 873 NA NA NA NA 7183 538 902 NA NA NA NA
1470520800.0 11.0 NA 71 179 0 45 NA NA NA 139 237 0 76 NA NA NA 3213 1880 1332 88 NA NA NA 3246 1921 1363 95 NA NA
1470520800.0 110.0 44 74 167 NA NA NA NA 84 143 227 NA NA NA NA 1164 685 1090 NA NA NA NA 1188 711 1134 NA NA NA NA
1470520800.0 1102.0 NA 70 175 97 55 NA NA NA 140 231 154 100 NA NA NA 4084 5488 3549 295 NA NA NA 4147 5542 3918 360 NA NA
1470520800.0 111.0 52 73 170 NA NA NA NA 97 144 227 NA NA NA NA 4157 643 1021 NA NA NA NA 4203 669 1068 NA NA NA NA
1470520800.0 112.0 53 82 172 NA NA NA NA 98 144 227 NA NA NA NA 5936 792 1102 NA NA NA NA 6037 818 1149 NA NA NA NA
1470520800.0 113.0 54 81 171 NA NA NA NA 98 144 227 NA NA NA NA 5934 780 1096 NA NA NA NA 6081 804 1138 NA NA NA NA
1470520800.0 114.0 54 75 175 NA NA NA NA 98 144 227 NA NA NA NA 5724 748 1269 NA NA NA NA 6078 807 1309 NA NA NA NA
1470520800.0 115.0 55 83 171 NA NA NA NA 99 144 227 NA NA NA NA 7490 734 1204 NA NA NA NA 7631 752 1254 NA NA NA NA
1470520800.0 116.0 53 74 172 NA NA NA NA 100 144 227 NA NA NA NA 6976 720 1205 NA NA NA NA 7082 758 1243 NA NA NA NA
1470520800.0 117.0 57 79 169 NA NA NA NA 99 144 227 NA NA NA NA 9799 766 1386 NA NA NA NA 10094 794 1548 NA NA NA NA
1470520800.0 118.0 56 74 171 NA NA NA NA 99 144 227 NA NA NA NA 7756 737 1303 NA NA NA NA 8015 770 1470 NA NA NA NA
1470520800.0 119.0 51 81 171 NA NA NA NA 97 144 227 NA NA NA NA 5761 723 1250 NA NA NA NA 6048 800 1301 NA NA NA NA
1470520800.0 12.0 NA 65 171 0 NA NA NA NA 139 228 0 NA NA NA NA 3689 4686 1314 NA NA NA NA 3774 4744 1347 NA NA NA
1470520800.0 120.0 51 76 168 NA NA NA NA 88 143 227 NA NA NA NA 1113 709 940 NA NA NA NA 1140 730 985 NA NA NA NA
1470520800.0 121.0 56 84 175 NA NA NA NA 99 143 226 NA NA NA NA 6069 509 941 NA NA NA NA 6127 526 985 NA NA NA NA
1470520800.0 122.0 50 73 171 NA NA NA NA 96 144 227 NA NA NA NA 2004 559 832 NA NA NA NA 2054 595 858 NA NA NA NA
