Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1471683600.0 1.0 51 74 120 NA NA NA NA 96 143 168 NA NA NA NA 2881 646 712 NA NA NA NA 2970 686 830 NA NA NA NA
1471683600.0 10.0 NA 75 181 0 NA NA NA NA 140 229 0 NA NA NA NA 2389 2819 880 NA NA NA NA 2439 2903 902 NA NA NA
1471683600.0 1000.0 NA 177 99 0 36 NA NA NA 239 153 0 66 NA NA NA 2818 618 606 119 NA NA NA 3012 740 625 143 NA NA
1471683600.0 1001.0 NA 167 170 0 0 0 0 NA 220 202 0 0 0 0 NA 2455 590 85 87 853 58 NA 2811 825 131 90 860 69
1471683600.0 1002.0 NA 181 54 NA NA NA NA NA 248 93 NA NA NA NA NA 3852 329 NA NA NA NA NA 3934 445 NA NA NA NA
1471683600.0 1003.0 NA 155 0 NA NA NA NA NA 219 0 NA NA NA NA NA 5399 809 NA NA NA NA NA 5507 837 NA NA NA NA
1471683600.0 101.0 79 NA NA NA NA NA NA 136 NA NA NA NA NA NA 1399 NA NA NA NA NA NA 1472 NA NA NA NA NA NA
1471683600.0 102.0 80 NA NA NA NA NA NA 136 NA NA NA NA NA NA 941 NA NA NA NA NA NA 1126 NA NA NA NA NA NA
1471683600.0 103.0 46 78 171 NA NA NA NA 91 143 227 NA NA NA NA 1319 406 829 NA NA NA NA 1343 428 870 NA NA NA NA
1471683600.0 105.0 51 81 23 NA NA NA NA 96 144 53 NA NA NA NA 2913 676 7 NA NA NA NA 3094 705 9 NA NA NA NA
1471683600.0 106.0 37 0 0 NA NA NA NA 76 0 0 NA NA NA NA 492 115 306 NA NA NA NA 548 123 328 NA NA NA NA
1471683600.0 107.0 52 72 170 NA NA NA NA 98 144 227 NA NA NA NA 4228 514 751 NA NA NA NA 4782 578 794 NA NA NA NA
1471683600.0 108.0 55 75 173 NA NA NA NA 100 144 228 NA NA NA NA 6092 489 967 NA NA NA NA 6327 538 1036 NA NA NA NA
1471683600.0 109.0 56 79 173 NA NA NA NA 100 144 228 NA NA NA NA 7324 556 908 NA NA NA NA 7675 669 956 NA NA NA NA
