Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1470862800.0 1.0 51 71 120 NA NA NA NA 96 143 168 NA NA NA NA 2841 622 722 NA NA NA NA 3068 646 757 NA NA NA NA
1470862800.0 10.0 NA 66 174 0 NA NA NA NA 140 229 0 NA NA NA NA 2147 2523 757 NA NA NA NA 2649 2785 774 NA NA NA
1470862800.0 1000.0 NA 181 96 0 36 NA NA NA 239 153 0 66 NA NA NA 3925 992 833 281 NA NA NA 4126 1136 858 301 NA NA
1470862800.0 1001.0 NA 172 166 0 0 0 0 NA 222 202 0 0 0 0 NA 3462 821 99 100 1141 103 NA 3569 990 118 104 1171 108
1470862800.0 1002.0 NA 180 53 NA NA NA NA NA 248 93 NA NA NA NA NA 3820 306 NA NA NA NA NA 4489 324 NA NA NA NA
1470862800.0 1003.0 NA 157 0 NA NA NA NA NA 222 0 NA NA NA NA NA 5511 790 NA NA NA NA NA 5702 822 NA NA NA NA
1470862800.0 101.0 78 NA NA NA NA NA NA 136 NA NA NA NA NA NA 1207 NA NA NA NA NA NA 1255 NA NA NA NA NA NA
1470862800.0 102.0 80 NA NA NA NA NA NA 136 NA NA NA NA NA NA 911 NA NA NA NA NA NA 1017 NA NA NA NA NA NA
1470862800.0 103.0 46 81 167 NA NA NA NA 91 143 224 NA NA NA NA 1251 406 898 NA NA NA NA 1291 436 945 NA NA NA NA
1470862800.0 105.0 50 71 23 NA NA NA NA 96 144 53 NA NA NA NA 2990 740 6 NA NA NA NA 3305 771 9 NA NA NA NA
1470862800.0 106.0 37 0 0 NA NA NA NA 76 0 0 NA NA NA NA 474 91 227 NA NA NA NA 496 96 250 NA NA NA NA
1470862800.0 107.0 52 72 170 NA NA NA NA 97 144 227 NA NA NA NA 5638 724 1017 NA NA NA NA 5768 752 1050 NA NA NA NA
1470862800.0 108.0 54 83 177 NA NA NA NA 100 144 228 NA NA NA NA 5125 426 752 NA NA NA NA 5485 447 858 NA NA NA NA
