Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1471208400.0 1.0 52 75 115 NA NA NA NA 96 143 171 NA NA NA NA 3078 695 745 NA NA NA NA 3413 775 778 NA NA NA NA
1471208400.0 10.0 NA 76 174 0 NA NA NA NA 140 229 0 NA NA NA NA 2122 2516 764 NA NA NA NA 2262 2568 813 NA NA NA
1471208400.0 1000.0 NA 176 105 0 36 NA NA NA 239 154 0 66 NA NA NA 4192 1027 873 262 NA NA NA 4448 1140 895 301 NA NA
1471208400.0 1001.0 NA 163 170 0 0 0 0 NA 222 202 0 0 0 0 NA 2517 447 109 98 878 55 NA 2564 479 114 115 889 70
1471208400.0 1002.0 NA 181 61 NA NA NA NA NA 248 93 NA NA NA NA NA 3984 319 NA NA NA NA NA 4057 359 NA NA NA NA
1471208400.0 1003.0 NA 155 0 NA NA NA NA NA 219 0 NA NA NA NA NA 5665 839 NA NA NA NA NA 5784 889 NA NA NA NA
1471208400.0 101.0 78 NA NA NA NA NA NA 136 NA NA NA NA NA NA 1224 NA NA NA NA NA NA 1291 NA NA NA NA NA NA
1471208400.0 102.0 79 NA NA NA NA NA NA 136 NA NA NA NA NA NA 1046 NA NA NA NA NA NA 1127 NA NA NA NA NA NA
1471208400.0 103.0 45 72 167 NA NA NA NA 91 143 224 NA NA NA NA 1326 416 883 NA NA NA NA 1364 448 963 NA NA NA NA
1471208400.0 105.0 51 73 18 NA NA NA NA 96 144 53 NA NA NA NA 3022 693 7 NA NA NA NA 3156 729 14 NA NA NA NA
1471208400.0 106.0 37 0 0 NA NA NA NA 76 0 0 NA NA NA NA 482 94 224 NA NA NA NA 494 103 243 NA NA NA NA
1471208400.0 107.0 51 74 169 NA NA NA NA 97 144 227 NA NA NA NA 5712 737 1071 NA NA NA NA 5850 774 1108 NA NA NA NA
1471208400.0 108.0 53 78 171 NA NA NA NA 100 144 228 NA NA NA NA 5998 507 927 NA NA NA NA 6290 538 962 NA NA NA NA
1471208400.0 109.0 54 74 173 NA NA NA NA 100 144 228 NA NA NA NA 7007 537 907 NA NA NA NA 7373 617 1004 NA NA NA NA
1471208400.0 11.0 NA 64 179 0 43 NA NA NA 139 237 0 76 NA NA NA 3089 1822 1317 106 NA NA NA 3114 1876 1336 117 NA NA
1471208400.0 110.0 44 72 169 NA NA NA NA 84 143 227 NA NA NA NA 1086 674 918 NA NA NA NA 1137 704 951 NA NA NA NA
