Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1471730400.0 115.0 54 75 188 NA NA 101 147 250 NA NA 7206 505 710 NA NA 7300 540 757 NA NA
1471730400.0 116.0 55 76 188 NA NA 101 147 250 NA NA 6418 477 736 NA NA 6498 521 800 NA NA
1471730400.0 118.0 55 76 190 NA NA 101 147 250 NA NA 5987 444 814 NA NA 6083 470 872 NA NA
1471730400.0 1311.0 NA 158 220 0 59 NA 217 285 0 101 NA 635 1307 2351 123 NA 741 1453 2414 201
1471730400.0 134.701 NA 38 231 0 NA NA 85 300 0 NA NA 133 5447 710 NA NA 191 5585 753 NA
1471730400.0 134.71 NA 33 223 0 NA NA 80 292 0 NA NA 125 4700 703 NA NA 155 4831 739 NA
1471730400.0 134.901 NA 35 223 0 NA NA 85 288 0 NA NA 142 5156 668 NA NA 176 5303 703 NA
1471730400.0 134.903 NA 38 223 0 NA NA 89 292 0 NA NA 155 6019 685 NA NA 175 6186 719 NA
1471730400.0 134.91 NA 35 223 0 NA NA 87 284 0 NA NA 158 5704 684 NA NA 180 5850 737 NA
1471730400.0 135.2 206 0 99 NA NA 276 0 157 NA NA 928 468 329 NA NA 1039 503 400 NA NA
1471730400.0 135.5 216 0 101 NA NA 294 0 157 NA NA 1333 549 415 NA NA 1583 580 556 NA NA
1471730400.0 135.7 219 0 101 NA NA 296 0 157 NA NA 1260 487 358 NA NA 1394 523 437 NA NA
1471730400.0 136.735 NA 151 217 0 NA NA 211 279 0 NA NA 1042 2678 1076 NA NA 1790 3280 1102 NA
1471730400.0 139901.0 NA 164 237 0 NA NA 223 313 0 NA NA 703 1905 2082 NA NA 844 2321 2121 NA
1471730400.0 145.0 NA 236 285 0 NA NA 309 362 0 NA NA 2766 3092 314 NA NA 2894 3351 361 NA
1471730400.0 25.0 NA 81 206 0 56 NA 149 270 0 96 NA 2064 3333 827 79 NA 2113 3443 872 93
1471730400.0 250405.0 230 0 103 NA NA 314 0 158 NA NA 1780 557 561 NA NA 2248 583 723 NA NA
1471730400.0 250406.0 231 0 103 NA NA 316 0 158 NA NA 1623 554 539 NA NA 1942 577 710 NA NA
1471730400.0 250408.0 230 0 102 NA NA 314 0 158 NA NA 1924 541 573 NA NA 2404 577 736 NA NA
1471730400.0 300.0 70 180 244 0 NA 122 246 315 0 NA 3502 862 1297 291 NA 4019 975 1485 312 NA
1471730400.0 302.0 72 179 244 0 NA 123 251 316 0 NA 3099 867 1293 290 NA 3631 1273 1443 323 NA
1471730400.0 34.0 53 74 186 0 NA 99 147 250 0 NA 5522 512 716 737 NA 5635 573 762 775 NA
1471730400.0 37.0 NA 79 193 0 NA NA 149 254 0 NA NA 2032 3364 822 NA NA 2078 3422 849 NA
1471730400.0 4.28 NA 60 220 0 NA NA 115 276 0 NA NA 120 2261 2130 NA NA 357 2373 2166 NA
1471730400.0 4.29 NA 37 212 0 121 NA 79 276 0 184 NA 116 3337 745 509 NA 159 3455 779 606
1471730400.0 4.44 NA 37 215 0 NA NA 79 277 0 NA NA 130 5358 671 NA NA 168 5478 704 NA
1471730400.0 4.58 NA 50 217 0 NA NA 88 282 0 NA NA 115 5465 689 NA NA 141 5551 722 NA
1471730400.0 4.71 NA 35 218 0 NA NA 79 287 0 NA NA 135 5701 653 NA NA 198 5826 683 NA
