Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1470387600.0 1.0 72 84 131 NA NA NA NA NA 154 187 234 NA NA NA NA NA 2007 344 212 NA NA NA NA NA 920 255 206 NA NA NA NA NA
1470387600.0 10.0 NA 99 381 0 NA NA NA NA NA 228 473 0 NA NA NA NA NA 1863 1749 326 NA NA NA NA NA 851 762 344 NA NA NA NA
1470387600.0 1000.0 NA 357 129 0 47 NA NA NA NA 433 195 0 83 NA NA NA NA 3946 910 506 213 NA NA NA NA 1850 598 516 217 NA NA NA
1470387600.0 1001.0 NA 319 200 0 0 0 0 0 NA 403 249 0 0 0 0 0 NA 3283 585 8 37 785 31 798 NA 1577 508 10 39 788 36 807
1470387600.0 1002.0 NA 338 59 NA NA NA NA NA NA 443 105 NA NA NA NA NA NA 2281 147 NA NA NA NA NA NA 1064 128 NA NA NA NA NA
1470387600.0 10021.0 NA 117 376 0 NA NA NA NA NA 247 535 0 NA NA NA NA NA 396 835 209 NA NA NA NA NA 299 670 216 NA NA NA NA
1470387600.0 10023.0 NA 121 375 0 NA NA NA NA NA 246 500 0 NA NA NA NA NA 845 1558 422 NA NA NA NA NA 667 2074 433 NA NA NA NA
1470387600.0 10024.0 NA 123 388 0 NA NA NA NA NA 235 510 0 NA NA NA NA NA 406 800 220 NA NA NA NA NA 319 735 235 NA NA NA NA
1470387600.0 10024.1 NA 121 240 0 NA NA NA NA NA 243 336 0 NA NA NA NA NA 469 368 186 NA NA NA NA NA 334 296 193 NA NA NA NA
1470387600.0 10024.2 NA 126 387 0 NA NA NA NA NA 249 524 0 NA NA NA NA NA 401 806 207 NA NA NA NA NA 321 809 217 NA NA NA NA
1470387600.0 10024.3 NA 121 224 0 NA NA NA NA NA 239 340 0 NA NA NA NA NA 413 330 187 NA NA NA NA NA 301 284 192 NA NA NA NA
1470387600.0 10024.4 NA 118 382 0 NA NA NA NA NA 248 473 0 NA NA NA NA NA 399 783 216 NA NA NA NA NA 323 675 223 NA NA NA NA
1470387600.0 10024.5 NA 123 223 0 NA NA NA NA NA 233 291 0 NA NA NA NA NA 595 451 232 NA NA NA NA NA 427 374 255 NA NA NA NA
1470387600.0 10025.0 NA 118 383 0 NA NA NA NA NA 244 509 0 NA NA NA NA NA 393 702 216 NA NA NA NA NA 312 652 225 NA NA NA NA
1470387600.0 10026.0 NA 131 390 0 NA NA NA NA NA 252 506 0 NA NA NA NA NA 424 933 216 NA NA NA NA NA 560 716 225 NA NA NA NA
1470387600.0 1003.0 NA 278 0 NA NA NA NA NA NA 365 0 NA NA NA NA NA NA 3162 277 NA NA NA NA NA NA 1249 287 NA NA NA NA NA
1470387600.0 101.0 99 NA NA NA NA NA NA NA 166 NA NA NA NA NA NA NA 502 NA NA NA NA NA NA NA 530 NA NA NA NA NA NA NA
1470387600.0 102.0 99 NA NA NA NA NA NA NA 167 NA NA NA NA NA NA NA 508 NA NA NA NA NA NA NA 532 NA NA NA NA NA NA NA
1470387600.0 10224.0 NA 202 628 0 NA NA NA NA NA 349 808 0 NA NA NA NA NA 2823 4462 334 NA NA NA NA NA 3070 3888 341 NA NA NA NA
1470387600.0 10225.0 NA 216 604 0 NA NA NA NA NA 354 799 0 NA NA NA NA NA 3597 4491 345 NA NA NA NA NA 3504 4231 353 NA NA NA NA
1470387600.0 103.0 33 0 0 NA NA NA NA NA 79 0 0 NA NA NA NA NA 310 112 254 NA NA NA NA NA 317 119 309 NA NA NA NA NA
1470387600.0 105.0 72 83 28 NA NA NA NA NA 151 199 60 NA NA NA NA NA 1822 341 2 NA NA NA NA NA 885 235 8 NA NA NA NA NA
1470387600.0 106.0 35 0 0 NA NA NA NA NA 78 0 0 NA NA NA NA NA 308 105 275 NA NA NA NA NA 313 112 307 NA NA NA NA NA
1470387600.0 10621.0 87 97 268 0 NA NA NA NA 135 167 324 0 NA NA NA NA 1352 593 668 153 NA NA NA NA 1059 460 490 160 NA NA NA NA
1470387600.0 10624.0 118 110 281 0 NA NA NA NA 186 173 336 0 NA NA NA NA 12521 1499 1632 490 NA NA NA NA 5234 1095 1285 509 NA NA NA NA
1470387600.0 10625.0 115 99 269 0 NA NA NA NA 196 174 327 0 NA NA NA NA 11099 1508 1497 446 NA NA NA NA 5608 1086 1315 455 NA NA NA NA
1470387600.0 10626.0 114 104 268 0 NA NA NA NA 187 171 343 0 NA NA NA NA 11223 1108 848 293 NA NA NA NA 4057 796 626 299 NA NA NA NA
1470387600.0 107.0 84 90 375 NA NA NA NA NA 174 189 470 NA NA NA NA NA 4217 345 496 NA NA NA NA NA 1560 243 465 NA NA NA NA NA
1470387600.0 108.0 90 101 381 NA NA NA NA NA 172 194 474 NA NA NA NA NA 9301 758 1266 NA NA NA NA NA 3354 518 1028 NA NA NA NA NA
1470387600.0 10821.0 99 NA NA NA NA NA NA NA 147 NA NA NA NA NA NA NA 21489 NA NA NA NA NA NA NA 8214 NA NA NA NA NA NA NA
1470387600.0 10824.0 136 NA NA NA NA NA NA NA 204 NA NA NA NA NA NA NA 20765 NA NA NA NA NA NA NA 6859 NA NA NA NA NA NA NA
1470387600.0 10825.0 130 NA NA NA NA NA NA NA 210 NA NA NA NA NA NA NA 36137 NA NA NA NA NA NA NA 12219 NA NA NA NA NA NA NA
1470387600.0 10826.0 148 NA NA NA NA NA NA NA 210 NA NA NA NA NA NA NA 28190 NA NA NA NA NA NA NA 9528 NA NA NA NA NA NA NA
1470387600.0 109.0 87 101 383 NA NA NA NA NA 155 201 467 NA NA NA NA NA 10056 818 1323 NA NA NA NA NA 3692 535 1015 NA NA NA NA NA
1470387600.0 11.0 NA 101 405 0 62 NA NA NA NA 219 508 0 97 NA NA NA NA 3662 1928 730 66 NA NA NA NA 1261 1286 744 46 NA NA NA
1470387600.0 110.0 53 84 363 NA NA NA NA NA 105 178 456 NA NA NA NA NA 676 318 463 NA NA NA NA NA 410 227 490 NA NA NA NA NA
1470387600.0 1102.0 NA 111 388 119 63 NA NA NA NA 230 462 184 114 NA NA NA NA 4641 5151 2755 239 NA NA NA NA 1689 2154 955 182 NA NA NA
1470387600.0 11021.0 97 573 95 NA NA NA NA NA 147 629 143 NA NA NA NA NA 8810 3066 1196 NA NA NA NA NA 3647 1796 1188 NA NA NA NA NA
1470387600.0 11024.0 132 583 101 NA NA NA NA NA 203 637 152 NA NA NA NA NA 18812 2879 1006 NA NA NA NA NA 5989 1603 940 NA NA NA NA NA
1470387600.0 11025.0 129 584 99 NA NA NA NA NA 209 641 152 NA NA NA NA NA 16410 2349 866 NA NA NA NA NA 5556 1438 1057 NA NA NA NA NA
